"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Utah Jazz","Denver Nuggets",114,104,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Boston Celtics","Los Angeles Lakers",96,122,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Phoenix Suns","Minnesota Timberwolves",116,104,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Sacramento Kings","New Jersey Nets",96,109,"Fri, Feb 23, 2007",2007-02-23,0,1,0,2007
"Seattle SuperSonics","New Orleans/Oklahoma City Hornets",97,98,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Milwaukee Bucks","New York Knicks",93,95,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Detroit Pistons","Orlando Magic",94,89,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Memphis Grizzlies","Portland Trail Blazers",103,102,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Indiana Pacers","Toronto Raptors",88,110,"Fri, Feb 23, 2007",2007-02-23,0,0,0,2007
"Toronto Raptors","Charlotte Bobcats",93,76,"Sat, Feb 24, 2007",2007-02-24,0,1,1,2007
"Denver Nuggets","Dallas Mavericks",95,115,"Sat, Feb 24, 2007",2007-02-24,0,1,0,2007
"Golden State Warriors","Los Angeles Clippers",90,103,"Sat, Feb 24, 2007",2007-02-24,0,0,0,2007
"Philadelphia 76ers","Milwaukee Bucks",90,109,"Sat, Feb 24, 2007",2007-02-24,0,1,1,2007
"Seattle SuperSonics","San Antonio Spurs",71,102,"Sat, Feb 24, 2007",2007-02-24,0,1,0,2007
"Boston Celtics","Utah Jazz",87,105,"Sat, Feb 24, 2007",2007-02-24,0,1,1,2007
"Phoenix Suns","Atlanta Hawks",115,106,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"Chicago Bulls","Detroit Pistons",93,95,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"Los Angeles Lakers","Golden State Warriors",102,85,"Sun, Feb 25, 2007",2007-02-25,0,0,1,2007
"Sacramento Kings","Indiana Pacers",110,93,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"Cleveland Cavaliers","Miami Heat",81,86,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"Washington Wizards","Minnesota Timberwolves",94,98,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"New York Knicks","New Jersey Nets",92,101,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"Houston Rockets","Orlando Magic",97,93,"Sun, Feb 25, 2007",2007-02-25,0,0,0,2007
"Orlando Magic","Chicago Bulls",94,87,"Mon, Feb 26, 2007",2007-02-26,0,1,1,2007
"Atlanta Hawks","Dallas Mavericks",87,110,"Mon, Feb 26, 2007",2007-02-26,0,1,0,2007
"Boston Celtics","Houston Rockets",77,72,"Mon, Feb 26, 2007",2007-02-26,0,0,1,2007
"Charlotte Bobcats","Los Angeles Clippers",93,100,"Mon, Feb 26, 2007",2007-02-26,0,0,0,2007
"Denver Nuggets","Memphis Grizzlies",111,107,"Mon, Feb 26, 2007",2007-02-26,0,0,0,2007
"Miami Heat","New York Knicks",93,99,"Mon, Feb 26, 2007",2007-02-26,0,1,1,2007
"Sacramento Kings","Philadelphia 76ers",82,89,"Mon, Feb 26, 2007",2007-02-26,0,1,0,2007
"Toronto Raptors","San Antonio Spurs",91,107,"Mon, Feb 26, 2007",2007-02-26,0,0,0,2007
"Portland Trail Blazers","Seattle SuperSonics",73,97,"Mon, Feb 26, 2007",2007-02-26,0,0,0,2007
"Los Angeles Lakers","Utah Jazz",102,94,"Mon, Feb 26, 2007",2007-02-26,0,1,0,2007
"New Orleans/Oklahoma City Hornets","Cleveland Cavaliers",89,97,"Tue, Feb 27, 2007",2007-02-27,0,0,0,2007
"Phoenix Suns","Indiana Pacers",103,92,"Tue, Feb 27, 2007",2007-02-27,0,0,0,2007
"Golden State Warriors","Milwaukee Bucks",101,122,"Tue, Feb 27, 2007",2007-02-27,0,0,0,2007
"Dallas Mavericks","Minnesota Timberwolves",91,65,"Tue, Feb 27, 2007",2007-02-27,0,1,0,2007
"Washington Wizards","New Jersey Nets",101,113,"Tue, Feb 27, 2007",2007-02-27,0,0,0,2007
"New York Knicks","Boston Celtics",94,102,"Wed, Feb 28, 2007",2007-02-28,0,0,0,2007
"Golden State Warriors","Chicago Bulls",83,113,"Wed, Feb 28, 2007",2007-02-28,0,1,0,2007
"Orlando Magic","Denver Nuggets",101,111,"Wed, Feb 28, 2007",2007-02-28,0,0,0,2007
"Toronto Raptors","Houston Rockets",106,90,"Wed, Feb 28, 2007",2007-02-28,0,0,0,2007
"Seattle SuperSonics","Los Angeles Clippers",91,96,"Wed, Feb 28, 2007",2007-02-28,0,0,0,2007
"Utah Jazz","Memphis Grizzlies",104,88,"Wed, Feb 28, 2007",2007-02-28,0,0,0,2007
"Atlanta Hawks","New Orleans/Oklahoma City Hornets",100,107,"Wed, Feb 28, 2007",2007-02-28,0,0,1,2007
"Phoenix Suns","Philadelphia 76ers",94,99,"Wed, Feb 28, 2007",2007-02-28,0,1,0,2007
"Charlotte Bobcats","Sacramento Kings",120,135,"Wed, Feb 28, 2007",2007-02-28,0,0,0,2007
"Miami Heat","Washington Wizards",92,83,"Wed, Feb 28, 2007",2007-02-28,0,0,1,2007
"Cleveland Cavaliers","Dallas Mavericks",92,95,"Thu, Mar 1, 2007",2007-03-01,0,0,0,2007
"Charlotte Bobcats","Portland Trail Blazers",90,127,"Thu, Mar 1, 2007",2007-03-01,0,1,0,2007
"Los Angeles Clippers","Seattle SuperSonics",75,77,"Thu, Mar 1, 2007",2007-03-01,0,1,1,2007
"New Orleans/Oklahoma City Hornets","Chicago Bulls",93,104,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Houston Rockets","Denver Nuggets",108,97,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Sacramento Kings","Los Angeles Lakers",116,108,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Detroit Pistons","Miami Heat",82,85,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Utah Jazz","Minnesota Timberwolves",109,83,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Golden State Warriors","New York Knicks",97,106,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Memphis Grizzlies","Philadelphia 76ers",112,117,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Indiana Pacers","Phoenix Suns",90,115,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Orlando Magic","San Antonio Spurs",74,98,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Milwaukee Bucks","Toronto Raptors",94,81,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"Atlanta Hawks","Washington Wizards",92,93,"Fri, Mar 2, 2007",2007-03-02,0,0,0,2007
"New York Knicks","Atlanta Hawks",104,100,"Sat, Mar 3, 2007",2007-03-03,0,1,1,2007
"Toronto Raptors","Cleveland Cavaliers",97,120,"Sat, Mar 3, 2007",2007-03-03,0,1,0,2007
"Orlando Magic","Dallas Mavericks",98,103,"Sat, Mar 3, 2007",2007-03-03,0,1,0,2007
"San Antonio Spurs","Houston Rockets",97,74,"Sat, Mar 3, 2007",2007-03-03,0,1,1,2007
"Indiana Pacers","Los Angeles Clippers",64,87,"Sat, Mar 3, 2007",2007-03-03,0,1,0,2007
"Detroit Pistons","Memphis Grizzlies",92,89,"Sat, Mar 3, 2007",2007-03-03,0,1,1,2007
"Boston Celtics","New Jersey Nets",96,88,"Sat, Mar 3, 2007",2007-03-03,0,0,0,2007
"Sacramento Kings","Portland Trail Blazers",104,96,"Sat, Mar 3, 2007",2007-03-03,0,1,0,2007
"Minnesota Timberwolves","Boston Celtics",117,124,"Sun, Mar 4, 2007",2007-03-04,0,0,1,2007
"Chicago Bulls","Milwaukee Bucks",126,121,"Sun, Mar 4, 2007",2007-03-04,0,0,0,2007
"Utah Jazz","New Orleans/Oklahoma City Hornets",108,94,"Sun, Mar 4, 2007",2007-03-04,0,0,0,2007
"New Jersey Nets","Philadelphia 76ers",86,99,"Sun, Mar 4, 2007",2007-03-04,0,1,0,2007
"Los Angeles Lakers","Phoenix Suns",94,99,"Sun, Mar 4, 2007",2007-03-04,0,0,0,2007
"Charlotte Bobcats","Seattle SuperSonics",89,96,"Sun, Mar 4, 2007",2007-03-04,0,0,0,2007
"Golden State Warriors","Washington Wizards",106,107,"Sun, Mar 4, 2007",2007-03-04,0,0,0,2007
"Houston Rockets","Cleveland Cavaliers",85,91,"Mon, Mar 5, 2007",2007-03-05,0,0,0,2007
"Golden State Warriors","Detroit Pistons",111,93,"Mon, Mar 5, 2007",2007-03-05,0,1,0,2007
"San Antonio Spurs","Los Angeles Clippers",88,74,"Mon, Mar 5, 2007",2007-03-05,0,0,0,2007
"Atlanta Hawks","Miami Heat",81,88,"Mon, Mar 5, 2007",2007-03-05,0,0,0,2007
"Milwaukee Bucks","Orlando Magic",81,99,"Mon, Mar 5, 2007",2007-03-05,0,1,0,2007
"Charlotte Bobcats","Utah Jazz",95,120,"Mon, Mar 5, 2007",2007-03-05,0,1,1,2007
"New Jersey Nets","Dallas Mavericks",89,102,"Tue, Mar 6, 2007",2007-03-06,0,0,0,2007
"New Orleans/Oklahoma City Hornets","Denver Nuggets",91,106,"Tue, Mar 6, 2007",2007-03-06,0,0,0,2007
"Los Angeles Lakers","Minnesota Timberwolves",107,117,"Tue, Mar 6, 2007",2007-03-06,0,0,0,2007
"Seattle SuperSonics","New York Knicks",100,99,"Tue, Mar 6, 2007",2007-03-06,0,0,0,2007
"San Antonio Spurs","Portland Trail Blazers",99,94,"Tue, Mar 6, 2007",2007-03-06,0,1,0,2007
"Indiana Pacers","Sacramento Kings",98,102,"Tue, Mar 6, 2007",2007-03-06,0,0,0,2007
"Toronto Raptors","Washington Wizards",109,129,"Tue, Mar 6, 2007",2007-03-06,0,0,0,2007
"Washington Wizards","Atlanta Hawks",97,100,"Wed, Mar 7, 2007",2007-03-07,0,1,0,2007
"Houston Rockets","Boston Celtics",111,80,"Wed, Mar 7, 2007",2007-03-07,0,0,0,2007
"Cleveland Cavaliers","Detroit Pistons",101,97,"Wed, Mar 7, 2007",2007-03-07,0,0,0,2007
"Denver Nuggets","Golden State Warriors",96,110,"Wed, Mar 7, 2007",2007-03-07,0,1,0,2007
"Chicago Bulls","Miami Heat",70,103,"Wed, Mar 7, 2007",2007-03-07,0,0,0,2007
"Los Angeles Lakers","Milwaukee Bucks",90,110,"Wed, Mar 7, 2007",2007-03-07,0,1,0,2007
"Seattle SuperSonics","Philadelphia 76ers",89,92,"Wed, Mar 7, 2007",2007-03-07,0,1,0,2007
"Charlotte Bobcats","Phoenix Suns",106,115,"Wed, Mar 7, 2007",2007-03-07,0,0,0,2007
"Memphis Grizzlies","Toronto Raptors",87,94,"Wed, Mar 7, 2007",2007-03-07,0,0,1,2007
"Indiana Pacers","Utah Jazz",72,94,"Wed, Mar 7, 2007",2007-03-07,0,1,0,2007
"Chicago Bulls","Orlando Magic",100,76,"Thu, Mar 8, 2007",2007-03-08,0,1,0,2007
"San Antonio Spurs","Sacramento Kings",100,93,"Thu, Mar 8, 2007",2007-03-08,0,0,0,2007
"Memphis Grizzlies","Atlanta Hawks",105,106,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"Seattle SuperSonics","Boston Celtics",103,118,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"Detroit Pistons","Denver Nuggets",95,82,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"Los Angeles Clippers","Golden State Warriors",89,99,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"New Jersey Nets","Houston Rockets",91,112,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"Minnesota Timberwolves","Miami Heat",91,105,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"Los Angeles Lakers","Philadelphia 76ers",92,108,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"New Orleans/Oklahoma City Hornets","Phoenix Suns",103,104,"Fri, Mar 9, 2007",2007-03-09,0,0,0,2007
"Minnesota Timberwolves","Atlanta Hawks",93,99,"Sat, Mar 10, 2007",2007-03-10,0,1,1,2007
"Memphis Grizzlies","Charlotte Bobcats",115,107,"Sat, Mar 10, 2007",2007-03-10,0,1,0,2007
"Philadelphia 76ers","Indiana Pacers",100,96,"Sat, Mar 10, 2007",2007-03-10,0,1,0,2007
"Cleveland Cavaliers","Milwaukee Bucks",94,92,"Sat, Mar 10, 2007",2007-03-10,0,0,0,2007
"New Jersey Nets","San Antonio Spurs",77,93,"Sat, Mar 10, 2007",2007-03-10,0,1,0,2007
"New Orleans/Oklahoma City Hornets","Utah Jazz",86,96,"Sat, Mar 10, 2007",2007-03-10,0,1,0,2007
"New York Knicks","Washington Wizards",90,89,"Sat, Mar 10, 2007",2007-03-10,0,0,0,2007
"Chicago Bulls","Boston Celtics",94,78,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Indiana Pacers","Cleveland Cavaliers",88,99,"Sun, Mar 11, 2007",2007-03-11,0,1,1,2007
"Orlando Magic","Houston Rockets",92,103,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Detroit Pistons","Los Angeles Clippers",98,80,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Dallas Mavericks","Los Angeles Lakers",108,72,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Washington Wizards","Miami Heat",104,106,"Sun, Mar 11, 2007",2007-03-11,0,1,0,2007
"Golden State Warriors","Portland Trail Blazers",87,106,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Denver Nuggets","Sacramento Kings",113,101,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Seattle SuperSonics","Toronto Raptors",119,120,"Sun, Mar 11, 2007",2007-03-11,0,0,0,2007
"Orlando Magic","Charlotte Bobcats",108,119,"Mon, Mar 12, 2007",2007-03-12,0,1,0,2007
"Dallas Mavericks","Golden State Warriors",100,117,"Mon, Mar 12, 2007",2007-03-12,0,1,1,2007
"New Jersey Nets","Memphis Grizzlies",113,102,"Mon, Mar 12, 2007",2007-03-12,0,0,0,2007
"Toronto Raptors","Milwaukee Bucks",108,93,"Mon, Mar 12, 2007",2007-03-12,0,1,0,2007
"Houston Rockets","Phoenix Suns",82,103,"Mon, Mar 12, 2007",2007-03-12,0,1,0,2007
"Philadelphia 76ers","Atlanta Hawks",92,104,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Boston Celtics","Chicago Bulls",87,95,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Sacramento Kings","Cleveland Cavaliers",100,124,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Portland Trail Blazers","Denver Nuggets",99,107,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Utah Jazz","Miami Heat",86,88,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Indiana Pacers","Minnesota Timberwolves",81,86,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"New Jersey Nets","New Orleans/Oklahoma City Hornets",112,108,"Tue, Mar 13, 2007",2007-03-13,0,1,0,2007
"Los Angeles Clippers","San Antonio Spurs",84,93,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Detroit Pistons","Seattle SuperSonics",101,97,"Tue, Mar 13, 2007",2007-03-13,0,0,0,2007
"Atlanta Hawks","Boston Celtics",88,109,"Wed, Mar 14, 2007",2007-03-14,0,1,1,2007
"Sacramento Kings","Charlotte Bobcats",108,111,"Wed, Mar 14, 2007",2007-03-14,0,1,0,2007
"Phoenix Suns","Dallas Mavericks",129,127,"Wed, Mar 14, 2007",2007-03-14,0,0,0,2007
"Los Angeles Clippers","Houston Rockets",105,109,"Wed, Mar 14, 2007",2007-03-14,0,1,0,2007
"Washington Wizards","Indiana Pacers",112,96,"Wed, Mar 14, 2007",2007-03-14,0,0,1,2007
"Cleveland Cavaliers","Memphis Grizzlies",118,96,"Wed, Mar 14, 2007",2007-03-14,0,1,0,2007
"Utah Jazz","Orlando Magic",90,101,"Wed, Mar 14, 2007",2007-03-14,0,1,0,2007
"Chicago Bulls","Philadelphia 76ers",88,87,"Wed, Mar 14, 2007",2007-03-14,0,1,1,2007
"Detroit Pistons","Portland Trail Blazers",87,75,"Wed, Mar 14, 2007",2007-03-14,0,1,1,2007
"New York Knicks","Toronto Raptors",94,104,"Wed, Mar 14, 2007",2007-03-14,0,0,0,2007
"Los Angeles Lakers","Denver Nuggets",86,113,"Thu, Mar 15, 2007",2007-03-15,0,0,0,2007
"San Antonio Spurs","Milwaukee Bucks",90,101,"Thu, Mar 15, 2007",2007-03-15,0,0,0,2007
"Miami Heat","New Jersey Nets",93,86,"Thu, Mar 15, 2007",2007-03-15,0,0,0,2007
"Los Angeles Clippers","Charlotte Bobcats",102,93,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Boston Celtics","Dallas Mavericks",101,106,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Minnesota Timberwolves","Golden State Warriors",86,106,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Portland Trail Blazers","Los Angeles Lakers",111,116,"Fri, Mar 16, 2007",2007-03-16,0,0,1,2007
"Sacramento Kings","Miami Heat",97,103,"Fri, Mar 16, 2007",2007-03-16,0,0,1,2007
"New Orleans/Oklahoma City Hornets","New York Knicks",92,90,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Utah Jazz","Philadelphia 76ers",88,89,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Detroit Pistons","Phoenix Suns",105,83,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Houston Rockets","Toronto Raptors",114,100,"Fri, Mar 16, 2007",2007-03-16,0,0,0,2007
"Utah Jazz","Cleveland Cavaliers",73,82,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"Phoenix Suns","Denver Nuggets",107,131,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"Atlanta Hawks","Indiana Pacers",90,113,"Sat, Mar 17, 2007",2007-03-17,0,0,0,2007
"Chicago Bulls","Memphis Grizzlies",103,104,"Sat, Mar 17, 2007",2007-03-17,0,0,0,2007
"Charlotte Bobcats","Milwaukee Bucks",91,97,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"Sacramento Kings","Orlando Magic",95,83,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"Boston Celtics","San Antonio Spurs",91,85,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"Golden State Warriors","Seattle SuperSonics",99,98,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"New Orleans/Oklahoma City Hornets","Washington Wizards",103,125,"Sat, Mar 17, 2007",2007-03-17,0,1,0,2007
"Dallas Mavericks","Detroit Pistons",92,88,"Sun, Mar 18, 2007",2007-03-18,0,0,0,2007
"Minnesota Timberwolves","Los Angeles Lakers",102,109,"Sun, Mar 18, 2007",2007-03-18,0,0,0,2007
"Orlando Magic","Miami Heat",97,83,"Sun, Mar 18, 2007",2007-03-18,0,1,0,2007
"Los Angeles Clippers","New Jersey Nets",95,101,"Sun, Mar 18, 2007",2007-03-18,0,0,0,2007
"Toronto Raptors","New York Knicks",74,92,"Sun, Mar 18, 2007",2007-03-18,0,0,0,2007
"Houston Rockets","Philadelphia 76ers",124,74,"Sun, Mar 18, 2007",2007-03-18,0,0,0,2007
"Seattle SuperSonics","Portland Trail Blazers",95,77,"Sun, Mar 18, 2007",2007-03-18,0,1,0,2007
"Sacramento Kings","Atlanta Hawks",76,99,"Mon, Mar 19, 2007",2007-03-19,0,0,0,2007
"Boston Celtics","New Orleans/Oklahoma City Hornets",88,106,"Mon, Mar 19, 2007",2007-03-19,0,0,0,2007
"Cleveland Cavaliers","Charlotte Bobcats",100,108,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Los Angeles Clippers","Chicago Bulls",103,89,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Philadelphia 76ers","Detroit Pistons",75,96,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Indiana Pacers","Houston Rockets",76,86,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"New Orleans/Oklahoma City Hornets","Memphis Grizzlies",114,103,"Tue, Mar 20, 2007",2007-03-20,0,1,0,2007
"Denver Nuggets","New Jersey Nets",94,90,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Dallas Mavericks","New York Knicks",92,77,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Minnesota Timberwolves","Phoenix Suns",90,108,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Washington Wizards","Portland Trail Blazers",98,100,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Golden State Warriors","Utah Jazz",100,104,"Tue, Mar 20, 2007",2007-03-20,0,0,0,2007
"Miami Heat","Atlanta Hawks",91,83,"Wed, Mar 21, 2007",2007-03-21,0,0,0,2007
"Charlotte Bobcats","Boston Celtics",92,84,"Wed, Mar 21, 2007",2007-03-21,0,1,0,2007
"Dallas Mavericks","Cleveland Cavaliers",98,90,"Wed, Mar 21, 2007",2007-03-21,0,1,1,2007
"Los Angeles Clippers","Milwaukee Bucks",104,103,"Wed, Mar 21, 2007",2007-03-21,0,1,0,2007
"Minnesota Timberwolves","Sacramento Kings",95,89,"Wed, Mar 21, 2007",2007-03-21,0,1,0,2007
"Indiana Pacers","San Antonio Spurs",72,90,"Wed, Mar 21, 2007",2007-03-21,0,1,0,2007
"Washington Wizards","Seattle SuperSonics",108,106,"Wed, Mar 21, 2007",2007-03-21,0,1,0,2007
"Orlando Magic","Toronto Raptors",85,92,"Wed, Mar 21, 2007",2007-03-21,0,0,0,2007
"Denver Nuggets","Chicago Bulls",108,109,"Thu, Mar 22, 2007",2007-03-22,0,0,0,2007
"Detroit Pistons","Houston Rockets",85,91,"Thu, Mar 22, 2007",2007-03-22,0,0,0,2007
"Los Angeles Lakers","Memphis Grizzlies",121,119,"Thu, Mar 22, 2007",2007-03-22,0,0,0,2007
"Portland Trail Blazers","New York Knicks",92,86,"Thu, Mar 22, 2007",2007-03-22,0,0,0,2007
"Sacramento Kings","Phoenix Suns",100,118,"Thu, Mar 22, 2007",2007-03-22,0,1,0,2007
"Portland Trail Blazers","Atlanta Hawks",102,100,"Fri, Mar 23, 2007",2007-03-23,0,1,0,2007
"Dallas Mavericks","Boston Celtics",109,95,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"New York Knicks","Cleveland Cavaliers",68,90,"Fri, Mar 23, 2007",2007-03-23,0,1,0,2007
"Washington Wizards","Golden State Warriors",128,135,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"Miami Heat","Indiana Pacers",70,95,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"Utah Jazz","Los Angeles Clippers",72,104,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"Los Angeles Lakers","New Orleans/Oklahoma City Hornets",111,105,"Fri, Mar 23, 2007",2007-03-23,0,1,0,2007
"New Jersey Nets","Orlando Magic",82,90,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"Charlotte Bobcats","Philadelphia 76ers",97,106,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"Detroit Pistons","San Antonio Spurs",89,90,"Fri, Mar 23, 2007",2007-03-23,0,1,0,2007
"Minnesota Timberwolves","Seattle SuperSonics",82,85,"Fri, Mar 23, 2007",2007-03-23,0,0,0,2007
"Denver Nuggets","Toronto Raptors",94,121,"Fri, Mar 23, 2007",2007-03-23,0,1,0,2007
"New Jersey Nets","Charlotte Bobcats",113,107,"Sat, Mar 24, 2007",2007-03-24,0,1,1,2007
"Washington Wizards","Los Angeles Clippers",105,111,"Sat, Mar 24, 2007",2007-03-24,0,1,1,2007
"Philadelphia 76ers","Miami Heat",93,85,"Sat, Mar 24, 2007",2007-03-24,0,1,1,2007
"Memphis Grizzlies","Utah Jazz",108,118,"Sat, Mar 24, 2007",2007-03-24,0,0,1,2007
"Dallas Mavericks","Atlanta Hawks",104,97,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Denver Nuggets","Cleveland Cavaliers",105,93,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Chicago Bulls","Indiana Pacers",92,90,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Golden State Warriors","Los Angeles Lakers",113,115,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Detroit Pistons","Milwaukee Bucks",121,95,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Portland Trail Blazers","Minnesota Timberwolves",93,94,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Houston Rockets","New Orleans/Oklahoma City Hornets",94,106,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Phoenix Suns","Sacramento Kings",100,107,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"San Antonio Spurs","Seattle SuperSonics",120,79,"Sun, Mar 25, 2007",2007-03-25,0,0,0,2007
"Toronto Raptors","Boston Celtics",87,95,"Mon, Mar 26, 2007",2007-03-26,0,0,0,2007
"Portland Trail Blazers","Chicago Bulls",89,100,"Mon, Mar 26, 2007",2007-03-26,0,1,1,2007
"Denver Nuggets","Detroit Pistons",109,113,"Mon, Mar 26, 2007",2007-03-26,0,1,1,2007
"San Antonio Spurs","Golden State Warriors",126,89,"Mon, Mar 26, 2007",2007-03-26,0,1,1,2007
"Milwaukee Bucks","Houston Rockets",87,106,"Mon, Mar 26, 2007",2007-03-26,0,1,1,2007
"Atlanta Hawks","Miami Heat",89,106,"Mon, Mar 26, 2007",2007-03-26,0,1,0,2007
"Orlando Magic","New York Knicks",94,89,"Mon, Mar 26, 2007",2007-03-26,0,0,0,2007
"Memphis Grizzlies","Phoenix Suns",87,105,"Mon, Mar 26, 2007",2007-03-26,0,0,1,2007
"Washington Wizards","Utah Jazz",97,103,"Mon, Mar 26, 2007",2007-03-26,0,0,0,2007
"Cleveland Cavaliers","Indiana Pacers",105,94,"Tue, Mar 27, 2007",2007-03-27,0,0,0,2007
"Memphis Grizzlies","Los Angeles Lakers",88,86,"Tue, Mar 27, 2007",2007-03-27,0,1,0,2007
"Seattle SuperSonics","Minnesota Timberwolves",114,106,"Tue, Mar 27, 2007",2007-03-27,0,0,0,2007
"Dallas Mavericks","New Orleans/Oklahoma City Hornets",105,89,"Tue, Mar 27, 2007",2007-03-27,0,0,0,2007
"Orlando Magic","Boston Celtics",96,105,"Wed, Mar 28, 2007",2007-03-28,0,0,0,2007
"Atlanta Hawks","Charlotte Bobcats",87,101,"Wed, Mar 28, 2007",2007-03-28,0,0,0,2007
"Milwaukee Bucks","Dallas Mavericks",103,105,"Wed, Mar 28, 2007",2007-03-28,0,0,1,2007
"Seattle SuperSonics","Denver Nuggets",100,97,"Wed, Mar 28, 2007",2007-03-28,0,1,0,2007
"Houston Rockets","Los Angeles Clippers",92,87,"Wed, Mar 28, 2007",2007-03-28,0,0,0,2007
"Indiana Pacers","New Jersey Nets",94,118,"Wed, Mar 28, 2007",2007-03-28,0,1,0,2007
"Cleveland Cavaliers","New York Knicks",93,97,"Wed, Mar 28, 2007",2007-03-28,0,1,0,2007
"New Orleans/Oklahoma City Hornets","San Antonio Spurs",88,92,"Wed, Mar 28, 2007",2007-03-28,0,1,0,2007
"Miami Heat","Toronto Raptors",83,96,"Wed, Mar 28, 2007",2007-03-28,0,0,0,2007
