"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Washington Wizards","Detroit Pistons",109,117,"Sat, Nov 1, 2008",2008-11-01,0,0,0,2009
"Oklahoma City Thunder","Houston Rockets",77,89,"Sat, Nov 1, 2008",2008-11-01,0,0,0,2009
"Boston Celtics","Indiana Pacers",79,95,"Sat, Nov 1, 2008",2008-11-01,0,1,0,2009
"Toronto Raptors","Milwaukee Bucks",91,87,"Sat, Nov 1, 2008",2008-11-01,0,1,0,2009
"Dallas Mavericks","Minnesota Timberwolves",95,85,"Sat, Nov 1, 2008",2008-11-01,0,0,0,2009
"Golden State Warriors","New Jersey Nets",105,97,"Sat, Nov 1, 2008",2008-11-01,0,1,0,2009
"Cleveland Cavaliers","New Orleans Hornets",92,104,"Sat, Nov 1, 2008",2008-11-01,0,0,0,2009
"Sacramento Kings","Orlando Magic",103,121,"Sat, Nov 1, 2008",2008-11-01,0,1,1,2009
"Portland Trail Blazers","Phoenix Suns",96,107,"Sat, Nov 1, 2008",2008-11-01,0,1,0,2009
"Los Angeles Clippers","Utah Jazz",79,101,"Sat, Nov 1, 2008",2008-11-01,0,1,0,2009
"Milwaukee Bucks","New York Knicks",94,86,"Sun, Nov 2, 2008",2008-11-02,0,1,0,2009
"Minnesota Timberwolves","Oklahoma City Thunder",85,88,"Sun, Nov 2, 2008",2008-11-02,0,1,1,2009
"Detroit Pistons","Charlotte Bobcats",101,83,"Mon, Nov 3, 2008",2008-11-03,0,0,0,2009
"Cleveland Cavaliers","Dallas Mavericks",100,81,"Mon, Nov 3, 2008",2008-11-03,0,0,0,2009
"Utah Jazz","Los Angeles Clippers",89,73,"Mon, Nov 3, 2008",2008-11-03,0,0,0,2009
"Golden State Warriors","Memphis Grizzlies",79,90,"Mon, Nov 3, 2008",2008-11-03,0,0,0,2009
"Chicago Bulls","Orlando Magic",93,96,"Mon, Nov 3, 2008",2008-11-03,0,0,0,2009
"Sacramento Kings","Philadelphia 76ers",91,125,"Mon, Nov 3, 2008",2008-11-03,0,0,0,2009
"Boston Celtics","Houston Rockets",103,99,"Tue, Nov 4, 2008",2008-11-04,0,0,0,2009
"Phoenix Suns","New Jersey Nets",114,86,"Tue, Nov 4, 2008",2008-11-04,0,0,0,2009
"Dallas Mavericks","San Antonio Spurs",98,81,"Tue, Nov 4, 2008",2008-11-04,0,1,0,2009
"Chicago Bulls","Cleveland Cavaliers",93,107,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Denver Nuggets","Golden State Warriors",101,111,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Phoenix Suns","Indiana Pacers",113,103,"Wed, Nov 5, 2008",2008-11-05,0,1,0,2009
"Los Angeles Clippers","Los Angeles Lakers",88,106,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Philadelphia 76ers","Miami Heat",83,106,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Washington Wizards","Milwaukee Bucks",104,112,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"San Antonio Spurs","Minnesota Timberwolves",129,125,"Wed, Nov 5, 2008",2008-11-05,0,1,0,2009
"Atlanta Hawks","New Orleans Hornets",87,79,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Charlotte Bobcats","New York Knicks",98,101,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Boston Celtics","Oklahoma City Thunder",96,83,"Wed, Nov 5, 2008",2008-11-05,0,1,0,2009
"Memphis Grizzlies","Sacramento Kings",95,100,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Detroit Pistons","Toronto Raptors",100,93,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Portland Trail Blazers","Utah Jazz",96,103,"Wed, Nov 5, 2008",2008-11-05,0,0,0,2009
"Philadelphia 76ers","Orlando Magic",88,98,"Thu, Nov 6, 2008",2008-11-06,0,1,0,2009
"Houston Rockets","Portland Trail Blazers",99,101,"Thu, Nov 6, 2008",2008-11-06,0,0,1,2009
"Toronto Raptors","Atlanta Hawks",92,110,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Milwaukee Bucks","Boston Celtics",89,101,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"New Orleans Hornets","Charlotte Bobcats",89,92,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Phoenix Suns","Chicago Bulls",83,100,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Indiana Pacers","Cleveland Cavaliers",107,111,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Dallas Mavericks","Denver Nuggets",105,108,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Memphis Grizzlies","Golden State Warriors",109,104,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Houston Rockets","Los Angeles Clippers",92,83,"Fri, Nov 7, 2008",2008-11-07,0,1,0,2009
"Detroit Pistons","New Jersey Nets",96,103,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Minnesota Timberwolves","Sacramento Kings",109,121,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Miami Heat","San Antonio Spurs",99,83,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Oklahoma City Thunder","Utah Jazz",97,104,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"New York Knicks","Washington Wizards",114,108,"Fri, Nov 7, 2008",2008-11-07,0,0,0,2009
"Cleveland Cavaliers","Chicago Bulls",106,97,"Sat, Nov 8, 2008",2008-11-08,0,1,1,2009
"New Jersey Nets","Indiana Pacers",80,98,"Sat, Nov 8, 2008",2008-11-08,0,1,1,2009
"Phoenix Suns","Milwaukee Bucks",104,96,"Sat, Nov 8, 2008",2008-11-08,0,1,1,2009
"Miami Heat","New Orleans Hornets",89,100,"Sat, Nov 8, 2008",2008-11-08,0,1,1,2009
"Washington Wizards","Orlando Magic",81,106,"Sat, Nov 8, 2008",2008-11-08,0,1,0,2009
"Minnesota Timberwolves","Portland Trail Blazers",93,97,"Sat, Nov 8, 2008",2008-11-08,0,1,0,2009
"Toronto Raptors","Charlotte Bobcats",89,79,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Memphis Grizzlies","Denver Nuggets",90,100,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Boston Celtics","Detroit Pistons",88,76,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Dallas Mavericks","Los Angeles Clippers",92,103,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Houston Rockets","Los Angeles Lakers",82,111,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Utah Jazz","New York Knicks",99,107,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Atlanta Hawks","Oklahoma City Thunder",89,85,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Golden State Warriors","Sacramento Kings",98,115,"Sun, Nov 9, 2008",2008-11-09,0,0,0,2009
"Toronto Raptors","Boston Celtics",87,94,"Mon, Nov 10, 2008",2008-11-10,0,1,1,2009
"Oklahoma City Thunder","Indiana Pacers",99,107,"Mon, Nov 10, 2008",2008-11-10,0,1,0,2009
"New Jersey Nets","Miami Heat",94,99,"Mon, Nov 10, 2008",2008-11-10,0,0,0,2009
"Portland Trail Blazers","Orlando Magic",106,99,"Mon, Nov 10, 2008",2008-11-10,0,0,0,2009
"Memphis Grizzlies","Phoenix Suns",102,107,"Mon, Nov 10, 2008",2008-11-10,0,1,0,2009
"Denver Nuggets","Charlotte Bobcats",88,80,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Atlanta Hawks","Chicago Bulls",113,108,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Milwaukee Bucks","Cleveland Cavaliers",93,99,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Los Angeles Lakers","Dallas Mavericks",106,99,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Minnesota Timberwolves","Golden State Warriors",110,113,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Utah Jazz","Philadelphia 76ers",93,80,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Detroit Pistons","Sacramento Kings",100,92,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"New York Knicks","San Antonio Spurs",80,92,"Tue, Nov 11, 2008",2008-11-11,0,0,0,2009
"Atlanta Hawks","Boston Celtics",102,103,"Wed, Nov 12, 2008",2008-11-12,0,1,0,2009
"Sacramento Kings","Los Angeles Clippers",103,98,"Wed, Nov 12, 2008",2008-11-12,0,1,0,2009
"New York Knicks","Memphis Grizzlies",132,103,"Wed, Nov 12, 2008",2008-11-12,0,1,0,2009
"Portland Trail Blazers","Miami Heat",104,96,"Wed, Nov 12, 2008",2008-11-12,0,0,0,2009
"San Antonio Spurs","Milwaukee Bucks",78,82,"Wed, Nov 12, 2008",2008-11-12,0,1,1,2009
"Indiana Pacers","New Jersey Nets",98,87,"Wed, Nov 12, 2008",2008-11-12,0,0,0,2009
"Los Angeles Lakers","New Orleans Hornets",93,86,"Wed, Nov 12, 2008",2008-11-12,0,1,0,2009
"Orlando Magic","Oklahoma City Thunder",109,92,"Wed, Nov 12, 2008",2008-11-12,0,0,0,2009
"Houston Rockets","Phoenix Suns",94,82,"Wed, Nov 12, 2008",2008-11-12,0,0,0,2009
"Philadelphia 76ers","Toronto Raptors",106,96,"Wed, Nov 12, 2008",2008-11-12,0,1,0,2009
"Utah Jazz","Washington Wizards",87,95,"Wed, Nov 12, 2008",2008-11-12,0,1,0,2009
"Dallas Mavericks","Chicago Bulls",91,98,"Thu, Nov 13, 2008",2008-11-13,0,0,0,2009
"Denver Nuggets","Cleveland Cavaliers",99,110,"Thu, Nov 13, 2008",2008-11-13,0,0,0,2009
"Detroit Pistons","Golden State Warriors",107,102,"Thu, Nov 13, 2008",2008-11-13,0,0,0,2009
"Denver Nuggets","Boston Celtics",94,85,"Fri, Nov 14, 2008",2008-11-14,0,1,0,2009
"Utah Jazz","Charlotte Bobcats",96,104,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Orlando Magic","Dallas Mavericks",102,100,"Fri, Nov 14, 2008",2008-11-14,0,0,1,2009
"Philadelphia 76ers","Indiana Pacers",94,92,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Detroit Pistons","Los Angeles Lakers",106,95,"Fri, Nov 14, 2008",2008-11-14,0,1,0,2009
"Milwaukee Bucks","Memphis Grizzlies",101,96,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Washington Wizards","Miami Heat",77,97,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Atlanta Hawks","New Jersey Nets",108,115,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Portland Trail Blazers","New Orleans Hornets",82,87,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Oklahoma City Thunder","New York Knicks",106,116,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Phoenix Suns","Sacramento Kings",97,95,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"Houston Rockets","San Antonio Spurs",75,77,"Fri, Nov 14, 2008",2008-11-14,0,0,0,2009
"New Jersey Nets","Atlanta Hawks",119,107,"Sat, Nov 15, 2008",2008-11-15,0,1,1,2009
"Indiana Pacers","Chicago Bulls",91,104,"Sat, Nov 15, 2008",2008-11-15,0,1,0,2009
"Utah Jazz","Cleveland Cavaliers",93,105,"Sat, Nov 15, 2008",2008-11-15,0,1,0,2009
"New Orleans Hornets","Houston Rockets",82,91,"Sat, Nov 15, 2008",2008-11-15,0,1,1,2009
"Golden State Warriors","Los Angeles Clippers",121,103,"Sat, Nov 15, 2008",2008-11-15,0,0,0,2009
"Boston Celtics","Milwaukee Bucks",102,97,"Sat, Nov 15, 2008",2008-11-15,0,1,1,2009
"Portland Trail Blazers","Minnesota Timberwolves",88,83,"Sat, Nov 15, 2008",2008-11-15,0,1,0,2009
"Oklahoma City Thunder","Philadelphia 76ers",85,110,"Sat, Nov 15, 2008",2008-11-15,0,1,1,2009
"Orlando Magic","Charlotte Bobcats",90,85,"Sun, Nov 16, 2008",2008-11-16,0,0,0,2009
"Minnesota Timberwolves","Denver Nuggets",84,90,"Sun, Nov 16, 2008",2008-11-16,0,1,0,2009
"Dallas Mavericks","New York Knicks",124,114,"Sun, Nov 16, 2008",2008-11-16,0,0,0,2009
"Detroit Pistons","Phoenix Suns",86,104,"Sun, Nov 16, 2008",2008-11-16,0,0,0,2009
"San Antonio Spurs","Sacramento Kings",90,88,"Sun, Nov 16, 2008",2008-11-16,0,0,0,2009
"Miami Heat","Toronto Raptors",96,107,"Sun, Nov 16, 2008",2008-11-16,0,0,0,2009
"San Antonio Spurs","Los Angeles Clippers",86,83,"Mon, Nov 17, 2008",2008-11-17,0,1,0,2009
"Houston Rockets","Oklahoma City Thunder",100,89,"Mon, Nov 17, 2008",2008-11-17,0,0,0,2009
"Phoenix Suns","Utah Jazz",97,109,"Mon, Nov 17, 2008",2008-11-17,0,1,0,2009
"New York Knicks","Boston Celtics",101,110,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Dallas Mavericks","Charlotte Bobcats",100,83,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Milwaukee Bucks","Denver Nuggets",105,114,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Portland Trail Blazers","Golden State Warriors",106,111,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Atlanta Hawks","Indiana Pacers",96,113,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Chicago Bulls","Los Angeles Lakers",109,116,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Sacramento Kings","Memphis Grizzlies",94,109,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Cleveland Cavaliers","New Jersey Nets",106,82,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Toronto Raptors","Orlando Magic",90,103,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Miami Heat","Washington Wizards",94,87,"Tue, Nov 18, 2008",2008-11-18,0,0,0,2009
"Washington Wizards","Atlanta Hawks",87,91,"Wed, Nov 19, 2008",2008-11-19,0,1,1,2009
"Cleveland Cavaliers","Detroit Pistons",89,96,"Wed, Nov 19, 2008",2008-11-19,0,1,0,2009
"Dallas Mavericks","Houston Rockets",96,86,"Wed, Nov 19, 2008",2008-11-19,0,1,0,2009
"Toronto Raptors","Miami Heat",101,95,"Wed, Nov 19, 2008",2008-11-19,0,1,1,2009
"Philadelphia 76ers","Minnesota Timberwolves",96,102,"Wed, Nov 19, 2008",2008-11-19,0,0,0,2009
"Sacramento Kings","New Orleans Hornets",105,96,"Wed, Nov 19, 2008",2008-11-19,0,1,0,2009
"Los Angeles Clippers","Oklahoma City Thunder",108,88,"Wed, Nov 19, 2008",2008-11-19,0,0,0,2009
"Chicago Bulls","Portland Trail Blazers",74,116,"Wed, Nov 19, 2008",2008-11-19,0,1,1,2009
"Denver Nuggets","San Antonio Spurs",91,81,"Wed, Nov 19, 2008",2008-11-19,0,1,0,2009
"Milwaukee Bucks","Utah Jazz",94,105,"Wed, Nov 19, 2008",2008-11-19,0,1,0,2009
"Detroit Pistons","Boston Celtics",80,98,"Thu, Nov 20, 2008",2008-11-20,0,1,0,2009
"Los Angeles Lakers","Phoenix Suns",105,92,"Thu, Nov 20, 2008",2008-11-20,0,0,0,2009
"Charlotte Bobcats","Atlanta Hawks",83,88,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Memphis Grizzlies","Dallas Mavericks",76,91,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Chicago Bulls","Golden State Warriors",115,110,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Orlando Magic","Indiana Pacers",100,98,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Denver Nuggets","Los Angeles Lakers",90,104,"Fri, Nov 21, 2008",2008-11-21,0,0,1,2009
"New York Knicks","Milwaukee Bucks",87,104,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Boston Celtics","Minnesota Timberwolves",95,78,"Fri, Nov 21, 2008",2008-11-21,0,1,0,2009
"New Orleans Hornets","Oklahoma City Thunder",105,80,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Los Angeles Clippers","Philadelphia 76ers",88,89,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Portland Trail Blazers","Sacramento Kings",117,96,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Utah Jazz","San Antonio Spurs",94,119,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"New Jersey Nets","Toronto Raptors",129,127,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Houston Rockets","Washington Wizards",103,91,"Fri, Nov 21, 2008",2008-11-21,0,0,0,2009
"Milwaukee Bucks","Charlotte Bobcats",79,74,"Sat, Nov 22, 2008",2008-11-22,0,1,1,2009
"Atlanta Hawks","Cleveland Cavaliers",96,110,"Sat, Nov 22, 2008",2008-11-22,0,1,0,2009
"Utah Jazz","Memphis Grizzlies",103,94,"Sat, Nov 22, 2008",2008-11-22,0,1,1,2009
"Indiana Pacers","Miami Heat",100,109,"Sat, Nov 22, 2008",2008-11-22,0,1,0,2009
"Los Angeles Clippers","New Jersey Nets",95,112,"Sat, Nov 22, 2008",2008-11-22,0,1,1,2009
"Oklahoma City Thunder","New Orleans Hornets",97,109,"Sat, Nov 22, 2008",2008-11-22,0,1,1,2009
"Washington Wizards","New York Knicks",117,122,"Sat, Nov 22, 2008",2008-11-22,0,1,1,2009
"Houston Rockets","Orlando Magic",100,95,"Sat, Nov 22, 2008",2008-11-22,0,1,1,2009
"Portland Trail Blazers","Phoenix Suns",92,102,"Sat, Nov 22, 2008",2008-11-22,0,1,0,2009
"Chicago Bulls","Denver Nuggets",101,114,"Sun, Nov 23, 2008",2008-11-23,0,0,0,2009
"Minnesota Timberwolves","Detroit Pistons",106,80,"Sun, Nov 23, 2008",2008-11-23,0,0,0,2009
"Sacramento Kings","Los Angeles Lakers",108,118,"Sun, Nov 23, 2008",2008-11-23,0,0,0,2009
"Golden State Warriors","Philadelphia 76ers",81,89,"Sun, Nov 23, 2008",2008-11-23,0,0,0,2009
"Boston Celtics","Toronto Raptors",118,103,"Sun, Nov 23, 2008",2008-11-23,0,0,0,2009
"Philadelphia 76ers","Charlotte Bobcats",84,93,"Mon, Nov 24, 2008",2008-11-24,0,1,0,2009
"New Orleans Hornets","Los Angeles Clippers",99,87,"Mon, Nov 24, 2008",2008-11-24,0,0,0,2009
"San Antonio Spurs","Memphis Grizzlies",94,81,"Mon, Nov 24, 2008",2008-11-24,0,0,0,2009
"Houston Rockets","Miami Heat",107,98,"Mon, Nov 24, 2008",2008-11-24,0,0,0,2009
"Milwaukee Bucks","Orlando Magic",101,108,"Mon, Nov 24, 2008",2008-11-24,0,0,0,2009
"Sacramento Kings","Portland Trail Blazers",90,91,"Mon, Nov 24, 2008",2008-11-24,0,1,0,2009
"Chicago Bulls","Utah Jazz",101,100,"Mon, Nov 24, 2008",2008-11-24,0,1,0,2009
"Indiana Pacers","Dallas Mavericks",106,109,"Tue, Nov 25, 2008",2008-11-25,0,0,0,2009
"New Jersey Nets","Los Angeles Lakers",93,120,"Tue, Nov 25, 2008",2008-11-25,0,0,0,2009
"Cleveland Cavaliers","New York Knicks",119,101,"Tue, Nov 25, 2008",2008-11-25,0,0,0,2009
"Phoenix Suns","Oklahoma City Thunder",99,98,"Tue, Nov 25, 2008",2008-11-25,0,0,0,2009
"Golden State Warriors","Washington Wizards",100,124,"Tue, Nov 25, 2008",2008-11-25,0,0,0,2009
"Milwaukee Bucks","Atlanta Hawks",96,102,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"Golden State Warriors","Boston Celtics",111,119,"Wed, Nov 26, 2008",2008-11-26,0,1,0,2009
"Oklahoma City Thunder","Cleveland Cavaliers",82,117,"Wed, Nov 26, 2008",2008-11-26,0,1,1,2009
"New York Knicks","Detroit Pistons",96,110,"Wed, Nov 26, 2008",2008-11-26,0,1,0,2009
"Indiana Pacers","Houston Rockets",91,90,"Wed, Nov 26, 2008",2008-11-26,0,1,0,2009
"Denver Nuggets","Los Angeles Clippers",106,105,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"Phoenix Suns","Minnesota Timberwolves",110,102,"Wed, Nov 26, 2008",2008-11-26,0,1,0,2009
"Orlando Magic","Philadelphia 76ers",96,94,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"Miami Heat","Portland Trail Blazers",68,106,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"New Jersey Nets","Sacramento Kings",116,114,"Wed, Nov 26, 2008",2008-11-26,0,1,0,2009
"Chicago Bulls","San Antonio Spurs",88,98,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"Charlotte Bobcats","Toronto Raptors",86,93,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"Memphis Grizzlies","Utah Jazz",100,117,"Wed, Nov 26, 2008",2008-11-26,0,0,0,2009
"New Orleans Hornets","Denver Nuggets",105,101,"Thu, Nov 27, 2008",2008-11-27,0,0,1,2009
"Orlando Magic","Washington Wizards",105,90,"Thu, Nov 27, 2008",2008-11-27,0,1,0,2009
"Philadelphia 76ers","Boston Celtics",78,102,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Golden State Warriors","Cleveland Cavaliers",97,112,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Milwaukee Bucks","Detroit Pistons",97,107,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Charlotte Bobcats","Indiana Pacers",115,108,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Dallas Mavericks","Los Angeles Lakers",107,114,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Minnesota Timberwolves","Oklahoma City Thunder",105,103,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Miami Heat","Phoenix Suns",107,92,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"New Orleans Hornets","Portland Trail Blazers",86,101,"Fri, Nov 28, 2008",2008-11-28,0,1,0,2009
"Memphis Grizzlies","San Antonio Spurs",98,109,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Atlanta Hawks","Toronto Raptors",88,93,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Sacramento Kings","Utah Jazz",94,120,"Fri, Nov 28, 2008",2008-11-28,0,0,0,2009
"Boston Celtics","Charlotte Bobcats",89,84,"Sat, Nov 29, 2008",2008-11-29,0,1,1,2009
"San Antonio Spurs","Houston Rockets",84,103,"Sat, Nov 29, 2008",2008-11-29,0,1,0,2009
"Miami Heat","Los Angeles Clippers",96,97,"Sat, Nov 29, 2008",2008-11-29,0,1,0,2009
"Oklahoma City Thunder","Memphis Grizzlies",111,103,"Sat, Nov 29, 2008",2008-11-29,0,1,1,2009
"Cleveland Cavaliers","Milwaukee Bucks",97,85,"Sat, Nov 29, 2008",2008-11-29,0,1,1,2009
"Denver Nuggets","Minnesota Timberwolves",106,97,"Sat, Nov 29, 2008",2008-11-29,0,0,1,2009
"Golden State Warriors","New York Knicks",125,138,"Sat, Nov 29, 2008",2008-11-29,0,1,0,2009
"Indiana Pacers","Orlando Magic",96,110,"Sat, Nov 29, 2008",2008-11-29,0,1,0,2009
"Dallas Mavericks","Sacramento Kings",101,78,"Sat, Nov 29, 2008",2008-11-29,0,1,1,2009
"New Jersey Nets","Utah Jazz",105,88,"Sat, Nov 29, 2008",2008-11-29,0,0,1,2009
"Atlanta Hawks","Washington Wizards",102,98,"Sat, Nov 29, 2008",2008-11-29,0,1,0,2009
"Houston Rockets","Denver Nuggets",94,104,"Sun, Nov 30, 2008",2008-11-30,0,1,1,2009
"Portland Trail Blazers","Detroit Pistons",96,85,"Sun, Nov 30, 2008",2008-11-30,0,0,0,2009
"Toronto Raptors","Los Angeles Lakers",99,112,"Sun, Nov 30, 2008",2008-11-30,0,0,0,2009
"Chicago Bulls","Philadelphia 76ers",103,92,"Sun, Nov 30, 2008",2008-11-30,0,0,0,2009
"New Jersey Nets","Phoenix Suns",117,109,"Sun, Nov 30, 2008",2008-11-30,0,1,0,2009
"Orlando Magic","Boston Celtics",88,107,"Mon, Dec 1, 2008",2008-12-01,0,0,0,2009
