"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Dallas Mavericks","Indiana Pacers",107,111,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Houston Rockets","Miami Heat",91,98,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Charlotte Bobcats","Orlando Magic",92,105,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Los Angeles Clippers","Phoenix Suns",94,113,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Sacramento Kings","Portland Trail Blazers",84,87,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Memphis Grizzlies","San Antonio Spurs",88,101,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"New Jersey Nets","Seattle SuperSonics",98,93,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"New Orleans Hornets","Utah Jazz",71,99,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Golden State Warriors","Washington Wizards",123,115,"Fri, Nov 23, 2007",2007-11-23,0,0,0,2008
"Boston Celtics","Charlotte Bobcats",96,95,"Sat, Nov 24, 2007",2007-11-24,0,1,1,2008
"Toronto Raptors","Cleveland Cavaliers",108,111,"Sat, Nov 24, 2007",2007-11-24,0,0,0,2008
"Denver Nuggets","Houston Rockets",81,109,"Sat, Nov 24, 2007",2007-11-24,0,1,1,2008
"New Orleans Hornets","Los Angeles Clippers",98,89,"Sat, Nov 24, 2007",2007-11-24,0,1,1,2008
"Washington Wizards","Memphis Grizzlies",118,124,"Sat, Nov 24, 2007",2007-11-24,0,1,1,2008
"Dallas Mavericks","Milwaukee Bucks",95,97,"Sat, Nov 24, 2007",2007-11-24,0,1,0,2008
"Atlanta Hawks","Minnesota Timberwolves",94,87,"Sat, Nov 24, 2007",2007-11-24,0,0,1,2008
"Chicago Bulls","New York Knicks",78,85,"Sat, Nov 24, 2007",2007-11-24,0,0,0,2008
"Miami Heat","Orlando Magic",99,120,"Sat, Nov 24, 2007",2007-11-24,0,1,1,2008
"Golden State Warriors","Philadelphia 76ers",100,98,"Sat, Nov 24, 2007",2007-11-24,0,1,1,2008
"Utah Jazz","Detroit Pistons",103,93,"Sun, Nov 25, 2007",2007-11-25,0,0,0,2008
"Cleveland Cavaliers","Indiana Pacers",111,106,"Sun, Nov 25, 2007",2007-11-25,0,1,0,2008
"New Jersey Nets","Los Angeles Lakers",102,100,"Sun, Nov 25, 2007",2007-11-25,0,0,0,2008
"San Antonio Spurs","Seattle SuperSonics",116,101,"Sun, Nov 25, 2007",2007-11-25,0,0,0,2008
"Chicago Bulls","Toronto Raptors",78,93,"Sun, Nov 25, 2007",2007-11-25,0,1,1,2008
"Washington Wizards","Dallas Mavericks",110,98,"Mon, Nov 26, 2007",2007-11-26,0,0,0,2008
"Phoenix Suns","Golden State Warriors",114,129,"Mon, Nov 26, 2007",2007-11-26,0,0,0,2008
"Houston Rockets","Los Angeles Clippers",88,71,"Mon, Nov 26, 2007",2007-11-26,0,0,0,2008
"Minnesota Timberwolves","New Orleans Hornets",103,94,"Mon, Nov 26, 2007",2007-11-26,0,0,0,2008
"Utah Jazz","New York Knicks",109,113,"Mon, Nov 26, 2007",2007-11-26,0,1,0,2008
"Orlando Magic","Portland Trail Blazers",85,74,"Mon, Nov 26, 2007",2007-11-26,0,0,0,2008
"San Antonio Spurs","Sacramento Kings",99,112,"Mon, Nov 26, 2007",2007-11-26,0,1,0,2008
"Atlanta Hawks","Chicago Bulls",78,90,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Boston Celtics","Cleveland Cavaliers",104,109,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Indiana Pacers","Denver Nuggets",112,110,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Seattle SuperSonics","Los Angeles Lakers",99,106,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Charlotte Bobcats","Miami Heat",90,110,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Philadelphia 76ers","Milwaukee Bucks",114,99,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Memphis Grizzlies","New Jersey Nets",110,103,"Tue, Nov 27, 2007",2007-11-27,0,0,0,2008
"Milwaukee Bucks","Atlanta Hawks",80,96,"Wed, Nov 28, 2007",2007-11-28,0,1,1,2008
"Minnesota Timberwolves","Dallas Mavericks",103,109,"Wed, Nov 28, 2007",2007-11-28,0,0,0,2008
"Cleveland Cavaliers","Detroit Pistons",74,109,"Wed, Nov 28, 2007",2007-11-28,0,1,0,2008
"Utah Jazz","Philadelphia 76ers",106,95,"Wed, Nov 28, 2007",2007-11-28,0,0,1,2008
"Houston Rockets","Phoenix Suns",100,94,"Wed, Nov 28, 2007",2007-11-28,0,0,0,2008
"Indiana Pacers","Portland Trail Blazers",95,89,"Wed, Nov 28, 2007",2007-11-28,0,1,0,2008
"Golden State Warriors","Sacramento Kings",103,96,"Wed, Nov 28, 2007",2007-11-28,0,0,0,2008
"Washington Wizards","San Antonio Spurs",94,109,"Wed, Nov 28, 2007",2007-11-28,0,0,0,2008
"Orlando Magic","Seattle SuperSonics",110,94,"Wed, Nov 28, 2007",2007-11-28,0,0,1,2008
"Memphis Grizzlies","Toronto Raptors",91,103,"Wed, Nov 28, 2007",2007-11-28,0,1,0,2008
"New York Knicks","Boston Celtics",59,104,"Thu, Nov 29, 2007",2007-11-29,0,0,0,2008
"Houston Rockets","Golden State Warriors",94,113,"Thu, Nov 29, 2007",2007-11-29,0,1,1,2008
"Denver Nuggets","Los Angeles Lakers",99,127,"Thu, Nov 29, 2007",2007-11-29,0,0,0,2008
"New Orleans Hornets","Atlanta Hawks",92,86,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Portland Trail Blazers","Dallas Mavericks",80,91,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Los Angeles Clippers","Denver Nuggets",107,123,"Fri, Nov 30, 2007",2007-11-30,0,0,1,2008
"Boston Celtics","Miami Heat",95,85,"Fri, Nov 30, 2007",2007-11-30,0,1,0,2008
"San Antonio Spurs","Minnesota Timberwolves",106,91,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Milwaukee Bucks","New York Knicks",88,91,"Fri, Nov 30, 2007",2007-11-30,0,0,1,2008
"Washington Wizards","Philadelphia 76ers",84,85,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Orlando Magic","Phoenix Suns",106,110,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Indiana Pacers","Seattle SuperSonics",93,95,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Cleveland Cavaliers","Toronto Raptors",82,91,"Fri, Nov 30, 2007",2007-11-30,0,0,0,2008
"Los Angeles Lakers","Utah Jazz",96,120,"Fri, Nov 30, 2007",2007-11-30,0,1,0,2008
"Charlotte Bobcats","Chicago Bulls",95,111,"Sat, Dec 1, 2007",2007-12-01,0,0,0,2008
"Minnesota Timberwolves","Memphis Grizzlies",80,109,"Sat, Dec 1, 2007",2007-12-01,0,1,0,2008
"Detroit Pistons","Milwaukee Bucks",117,91,"Sat, Dec 1, 2007",2007-12-01,0,0,1,2008
"Philadelphia 76ers","New Jersey Nets",92,94,"Sat, Dec 1, 2007",2007-12-01,0,1,0,2008
"Dallas Mavericks","New Orleans Hornets",108,112,"Sat, Dec 1, 2007",2007-12-01,0,1,1,2008
"Houston Rockets","Sacramento Kings",99,107,"Sat, Dec 1, 2007",2007-12-01,0,0,0,2008
"Toronto Raptors","Washington Wizards",97,101,"Sat, Dec 1, 2007",2007-12-01,0,1,1,2008
"Cleveland Cavaliers","Boston Celtics",70,80,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"Miami Heat","Denver Nuggets",89,115,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"New Jersey Nets","Detroit Pistons",95,118,"Sun, Dec 2, 2007",2007-12-02,0,1,1,2008
"Indiana Pacers","Los Angeles Clippers",101,95,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"Orlando Magic","Los Angeles Lakers",104,97,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"Phoenix Suns","New York Knicks",115,104,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"Portland Trail Blazers","San Antonio Spurs",79,100,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"Golden State Warriors","Seattle SuperSonics",109,96,"Sun, Dec 2, 2007",2007-12-02,0,0,0,2008
"Dallas Mavericks","Chicago Bulls",103,98,"Mon, Dec 3, 2007",2007-12-03,0,0,0,2008
"Orlando Magic","Golden State Warriors",123,117,"Mon, Dec 3, 2007",2007-12-03,0,1,1,2008
"Portland Trail Blazers","Memphis Grizzlies",106,105,"Mon, Dec 3, 2007",2007-12-03,0,1,0,2008
