"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"New York Knicks","Boston Celtics",89,110,"Tue, Oct 24, 2017",2017-10-24,0,0,0,2018
"Chicago Bulls","Cleveland Cavaliers",112,119,"Tue, Oct 24, 2017",2017-10-24,0,0,0,2018
"Utah Jazz","Los Angeles Clippers",84,102,"Tue, Oct 24, 2017",2017-10-24,0,0,0,2018
"Indiana Pacers","Minnesota Timberwolves",130,107,"Tue, Oct 24, 2017",2017-10-24,0,0,0,2018
"Brooklyn Nets","Orlando Magic",121,125,"Tue, Oct 24, 2017",2017-10-24,0,0,0,2018
"New Orleans Pelicans","Portland Trail Blazers",93,103,"Tue, Oct 24, 2017",2017-10-24,0,0,0,2018
"Cleveland Cavaliers","Brooklyn Nets",107,112,"Wed, Oct 25, 2017",2017-10-25,0,1,1,2018
"Denver Nuggets","Charlotte Hornets",93,110,"Wed, Oct 25, 2017",2017-10-25,0,0,0,2018
"Memphis Grizzlies","Dallas Mavericks",94,103,"Wed, Oct 25, 2017",2017-10-25,0,0,0,2018
"Minnesota Timberwolves","Detroit Pistons",101,122,"Wed, Oct 25, 2017",2017-10-25,0,1,0,2018
"Toronto Raptors","Golden State Warriors",112,117,"Wed, Oct 25, 2017",2017-10-25,0,0,0,2018
"Washington Wizards","Los Angeles Lakers",99,102,"Wed, Oct 25, 2017",2017-10-25,0,0,0,2018
"San Antonio Spurs","Miami Heat",117,100,"Wed, Oct 25, 2017",2017-10-25,0,0,0,2018
"Indiana Pacers","Oklahoma City Thunder",96,114,"Wed, Oct 25, 2017",2017-10-25,0,1,0,2018
"Houston Rockets","Philadelphia 76ers",105,104,"Wed, Oct 25, 2017",2017-10-25,0,0,0,2018
"Utah Jazz","Phoenix Suns",88,97,"Wed, Oct 25, 2017",2017-10-25,0,1,0,2018
"Atlanta Hawks","Chicago Bulls",86,91,"Thu, Oct 26, 2017",2017-10-26,0,0,0,2018
"Dallas Mavericks","Memphis Grizzlies",91,96,"Thu, Oct 26, 2017",2017-10-26,0,1,1,2018
"Boston Celtics","Milwaukee Bucks",96,89,"Thu, Oct 26, 2017",2017-10-26,0,0,0,2018
"Los Angeles Clippers","Portland Trail Blazers",104,103,"Thu, Oct 26, 2017",2017-10-26,0,0,0,2018
"New Orleans Pelicans","Sacramento Kings",114,106,"Thu, Oct 26, 2017",2017-10-26,0,0,0,2018
"Denver Nuggets","Atlanta Hawks",105,100,"Fri, Oct 27, 2017",2017-10-27,0,0,1,2018
"Houston Rockets","Charlotte Hornets",109,93,"Fri, Oct 27, 2017",2017-10-27,0,0,0,2018
"Washington Wizards","Golden State Warriors",117,120,"Fri, Oct 27, 2017",2017-10-27,0,0,0,2018
"Toronto Raptors","Los Angeles Lakers",101,92,"Fri, Oct 27, 2017",2017-10-27,0,0,0,2018
"Oklahoma City Thunder","Minnesota Timberwolves",116,119,"Fri, Oct 27, 2017",2017-10-27,0,0,0,2018
"Brooklyn Nets","New York Knicks",86,107,"Fri, Oct 27, 2017",2017-10-27,0,0,0,2018
"San Antonio Spurs","Orlando Magic",87,114,"Fri, Oct 27, 2017",2017-10-27,0,0,0,2018
"Oklahoma City Thunder","Chicago Bulls",101,69,"Sat, Oct 28, 2017",2017-10-28,0,1,0,2018
"Philadelphia 76ers","Dallas Mavericks",112,110,"Sat, Oct 28, 2017",2017-10-28,0,0,0,2018
"Detroit Pistons","Los Angeles Clippers",95,87,"Sat, Oct 28, 2017",2017-10-28,0,0,0,2018
"Houston Rockets","Memphis Grizzlies",89,103,"Sat, Oct 28, 2017",2017-10-28,0,1,0,2018
"Boston Celtics","Miami Heat",96,90,"Sat, Oct 28, 2017",2017-10-28,0,0,0,2018
"Cleveland Cavaliers","New Orleans Pelicans",101,123,"Sat, Oct 28, 2017",2017-10-28,0,0,0,2018
"Phoenix Suns","Portland Trail Blazers",107,114,"Sat, Oct 28, 2017",2017-10-28,0,0,0,2018
"Los Angeles Lakers","Utah Jazz",81,96,"Sat, Oct 28, 2017",2017-10-28,0,1,0,2018
"Milwaukee Bucks","Atlanta Hawks",117,106,"Sun, Oct 29, 2017",2017-10-29,0,0,0,2018
"Denver Nuggets","Brooklyn Nets",124,111,"Sun, Oct 29, 2017",2017-10-29,0,0,0,2018
"Orlando Magic","Charlotte Hornets",113,120,"Sun, Oct 29, 2017",2017-10-29,0,0,0,2018
"New York Knicks","Cleveland Cavaliers",114,95,"Sun, Oct 29, 2017",2017-10-29,0,0,1,2018
"Detroit Pistons","Golden State Warriors",115,107,"Sun, Oct 29, 2017",2017-10-29,0,1,0,2018
"San Antonio Spurs","Indiana Pacers",94,97,"Sun, Oct 29, 2017",2017-10-29,0,0,0,2018
"Washington Wizards","Sacramento Kings",110,83,"Sun, Oct 29, 2017",2017-10-29,0,0,0,2018
"San Antonio Spurs","Boston Celtics",94,108,"Mon, Oct 30, 2017",2017-10-30,0,1,0,2018
"Philadelphia 76ers","Houston Rockets",115,107,"Mon, Oct 30, 2017",2017-10-30,0,0,0,2018
"Golden State Warriors","Los Angeles Clippers",141,113,"Mon, Oct 30, 2017",2017-10-30,0,1,0,2018
"Charlotte Hornets","Memphis Grizzlies",104,99,"Mon, Oct 30, 2017",2017-10-30,0,1,0,2018
"Minnesota Timberwolves","Miami Heat",125,122,"Mon, Oct 30, 2017",2017-10-30,0,0,0,2018
"Orlando Magic","New Orleans Pelicans",115,99,"Mon, Oct 30, 2017",2017-10-30,0,1,0,2018
"Denver Nuggets","New York Knicks",110,116,"Mon, Oct 30, 2017",2017-10-30,0,1,1,2018
"Toronto Raptors","Portland Trail Blazers",99,85,"Mon, Oct 30, 2017",2017-10-30,0,0,0,2018
"Dallas Mavericks","Utah Jazz",89,104,"Mon, Oct 30, 2017",2017-10-30,0,0,0,2018
"Phoenix Suns","Brooklyn Nets",122,114,"Tue, Oct 31, 2017",2017-10-31,0,0,0,2018
"Sacramento Kings","Indiana Pacers",83,101,"Tue, Oct 31, 2017",2017-10-31,0,0,0,2018
"Detroit Pistons","Los Angeles Lakers",93,113,"Tue, Oct 31, 2017",2017-10-31,0,0,0,2018
"Oklahoma City Thunder","Milwaukee Bucks",110,91,"Tue, Oct 31, 2017",2017-10-31,0,0,0,2018
"Sacramento Kings","Boston Celtics",86,113,"Wed, Nov 1, 2017",2017-11-01,0,1,0,2018
"Milwaukee Bucks","Charlotte Hornets",121,126,"Wed, Nov 1, 2017",2017-11-01,0,1,0,2018
"Indiana Pacers","Cleveland Cavaliers",124,107,"Wed, Nov 1, 2017",2017-11-01,0,1,0,2018
"Toronto Raptors","Denver Nuggets",111,129,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Dallas Mavericks","Los Angeles Clippers",98,119,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Orlando Magic","Memphis Grizzlies",101,99,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Chicago Bulls","Miami Heat",91,97,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Minnesota Timberwolves","New Orleans Pelicans",104,98,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Houston Rockets","New York Knicks",119,97,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Atlanta Hawks","Philadelphia 76ers",109,119,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Portland Trail Blazers","Utah Jazz",103,112,"Wed, Nov 1, 2017",2017-11-01,0,0,0,2018
"Phoenix Suns","Washington Wizards",122,116,"Wed, Nov 1, 2017",2017-11-01,0,1,0,2018
"Los Angeles Lakers","Portland Trail Blazers",110,113,"Thu, Nov 2, 2017",2017-11-02,0,0,1,2018
"Golden State Warriors","San Antonio Spurs",112,92,"Thu, Nov 2, 2017",2017-11-02,0,0,0,2018
"Houston Rockets","Atlanta Hawks",119,104,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"New Orleans Pelicans","Dallas Mavericks",99,94,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Miami Heat","Denver Nuggets",94,95,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Milwaukee Bucks","Detroit Pistons",96,105,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Brooklyn Nets","Los Angeles Lakers",112,124,"Fri, Nov 3, 2017",2017-11-03,0,0,1,2018
"Phoenix Suns","New York Knicks",107,120,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Boston Celtics","Oklahoma City Thunder",101,94,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Chicago Bulls","Orlando Magic",105,83,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Indiana Pacers","Philadelphia 76ers",110,121,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Charlotte Hornets","San Antonio Spurs",101,108,"Fri, Nov 3, 2017",2017-11-03,0,0,1,2018
"Toronto Raptors","Utah Jazz",109,100,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"Cleveland Cavaliers","Washington Wizards",130,122,"Fri, Nov 3, 2017",2017-11-03,0,0,0,2018
"New Orleans Pelicans","Chicago Bulls",96,90,"Sat, Nov 4, 2017",2017-11-04,0,1,1,2018
"Golden State Warriors","Denver Nuggets",127,108,"Sat, Nov 4, 2017",2017-11-04,0,0,1,2018
"Sacramento Kings","Detroit Pistons",99,108,"Sat, Nov 4, 2017",2017-11-04,0,0,1,2018
"Memphis Grizzlies","Los Angeles Clippers",113,104,"Sat, Nov 4, 2017",2017-11-04,0,0,0,2018
"Dallas Mavericks","Minnesota Timberwolves",99,112,"Sat, Nov 4, 2017",2017-11-04,0,1,0,2018
"Atlanta Hawks","Cleveland Cavaliers",117,115,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Utah Jazz","Houston Rockets",110,137,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Miami Heat","Los Angeles Clippers",104,101,"Sun, Nov 5, 2017",2017-11-05,0,0,1,2018
"Memphis Grizzlies","Los Angeles Lakers",102,107,"Sun, Nov 5, 2017",2017-11-05,0,1,0,2018
"Charlotte Hornets","Minnesota Timberwolves",94,112,"Sun, Nov 5, 2017",2017-11-05,0,0,1,2018
"Indiana Pacers","New York Knicks",101,108,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Boston Celtics","Orlando Magic",104,88,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Oklahoma City Thunder","Portland Trail Blazers",99,103,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Phoenix Suns","San Antonio Spurs",95,112,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Washington Wizards","Toronto Raptors",107,96,"Sun, Nov 5, 2017",2017-11-05,0,0,0,2018
"Boston Celtics","Atlanta Hawks",110,107,"Mon, Nov 6, 2017",2017-11-06,0,1,1,2018
"Miami Heat","Golden State Warriors",80,97,"Mon, Nov 6, 2017",2017-11-06,0,1,0,2018
"Brooklyn Nets","Phoenix Suns",98,92,"Mon, Nov 6, 2017",2017-11-06,0,0,1,2018
"Milwaukee Bucks","Cleveland Cavaliers",119,124,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Brooklyn Nets","Denver Nuggets",104,112,"Tue, Nov 7, 2017",2017-11-07,0,1,0,2018
"New Orleans Pelicans","Indiana Pacers",117,112,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Charlotte Hornets","New York Knicks",113,118,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Memphis Grizzlies","Portland Trail Blazers",98,97,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Oklahoma City Thunder","Sacramento Kings",86,94,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Los Angeles Clippers","San Antonio Spurs",107,120,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Chicago Bulls","Toronto Raptors",114,119,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Philadelphia 76ers","Utah Jazz",104,97,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Dallas Mavericks","Washington Wizards",113,99,"Tue, Nov 7, 2017",2017-11-07,0,0,0,2018
"Los Angeles Lakers","Boston Celtics",96,107,"Wed, Nov 8, 2017",2017-11-08,0,0,0,2018
"Indiana Pacers","Detroit Pistons",97,114,"Wed, Nov 8, 2017",2017-11-08,0,1,0,2018
"Minnesota Timberwolves","Golden State Warriors",101,125,"Wed, Nov 8, 2017",2017-11-08,0,0,0,2018
"New York Knicks","Orlando Magic",99,112,"Wed, Nov 8, 2017",2017-11-08,0,1,0,2018
"Miami Heat","Phoenix Suns",126,115,"Wed, Nov 8, 2017",2017-11-08,0,0,0,2018
"Oklahoma City Thunder","Denver Nuggets",94,102,"Thu, Nov 9, 2017",2017-11-09,0,0,0,2018
"Cleveland Cavaliers","Houston Rockets",113,117,"Thu, Nov 9, 2017",2017-11-09,0,0,0,2018
"Philadelphia 76ers","Sacramento Kings",108,109,"Thu, Nov 9, 2017",2017-11-09,0,0,0,2018
"New Orleans Pelicans","Toronto Raptors",118,122,"Thu, Nov 9, 2017",2017-11-09,0,0,0,2018
"Los Angeles Lakers","Washington Wizards",95,111,"Thu, Nov 9, 2017",2017-11-09,0,1,0,2018
"Charlotte Hornets","Boston Celtics",87,90,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Indiana Pacers","Chicago Bulls",105,87,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Atlanta Hawks","Detroit Pistons",104,111,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Los Angeles Clippers","Oklahoma City Thunder",111,120,"Fri, Nov 10, 2017",2017-11-10,0,0,1,2018
"Orlando Magic","Phoenix Suns",128,112,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Brooklyn Nets","Portland Trail Blazers",101,97,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Milwaukee Bucks","San Antonio Spurs",94,87,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Miami Heat","Utah Jazz",84,74,"Fri, Nov 10, 2017",2017-11-10,0,0,0,2018
"Cleveland Cavaliers","Dallas Mavericks",111,104,"Sat, Nov 11, 2017",2017-11-11,0,0,0,2018
"Orlando Magic","Denver Nuggets",107,125,"Sat, Nov 11, 2017",2017-11-11,0,1,0,2018
"Philadelphia 76ers","Golden State Warriors",114,135,"Sat, Nov 11, 2017",2017-11-11,0,0,0,2018
"Memphis Grizzlies","Houston Rockets",96,111,"Sat, Nov 11, 2017",2017-11-11,0,0,0,2018
"Los Angeles Lakers","Milwaukee Bucks",90,98,"Sat, Nov 11, 2017",2017-11-11,0,0,1,2018
"Los Angeles Clippers","New Orleans Pelicans",103,111,"Sat, Nov 11, 2017",2017-11-11,0,1,0,2018
"Sacramento Kings","New York Knicks",91,118,"Sat, Nov 11, 2017",2017-11-11,0,0,0,2018
"Minnesota Timberwolves","Phoenix Suns",110,118,"Sat, Nov 11, 2017",2017-11-11,0,0,1,2018
"Chicago Bulls","San Antonio Spurs",94,133,"Sat, Nov 11, 2017",2017-11-11,0,1,1,2018
"Brooklyn Nets","Utah Jazz",106,114,"Sat, Nov 11, 2017",2017-11-11,0,1,1,2018
"Atlanta Hawks","Washington Wizards",94,113,"Sat, Nov 11, 2017",2017-11-11,0,1,0,2018
"Toronto Raptors","Boston Celtics",94,95,"Sun, Nov 12, 2017",2017-11-12,0,0,0,2018
"Miami Heat","Detroit Pistons",103,112,"Sun, Nov 12, 2017",2017-11-12,0,0,0,2018
"Houston Rockets","Indiana Pacers",118,95,"Sun, Nov 12, 2017",2017-11-12,0,1,0,2018
"Dallas Mavericks","Oklahoma City Thunder",99,112,"Sun, Nov 12, 2017",2017-11-12,0,1,0,2018
"Orlando Magic","Golden State Warriors",100,110,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Philadelphia 76ers","Los Angeles Clippers",109,105,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Memphis Grizzlies","Milwaukee Bucks",103,110,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Atlanta Hawks","New Orleans Pelicans",105,106,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Cleveland Cavaliers","New York Knicks",104,101,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Los Angeles Lakers","Phoenix Suns",100,93,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Denver Nuggets","Portland Trail Blazers",82,99,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Minnesota Timberwolves","Utah Jazz",109,98,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Sacramento Kings","Washington Wizards",92,110,"Mon, Nov 13, 2017",2017-11-13,0,0,0,2018
"Boston Celtics","Brooklyn Nets",109,102,"Tue, Nov 14, 2017",2017-11-14,0,0,0,2018
"San Antonio Spurs","Dallas Mavericks",97,91,"Tue, Nov 14, 2017",2017-11-14,0,0,0,2018
"Toronto Raptors","Houston Rockets",129,113,"Tue, Nov 14, 2017",2017-11-14,0,0,0,2018
"Sacramento Kings","Atlanta Hawks",80,126,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Cleveland Cavaliers","Charlotte Hornets",115,107,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Philadelphia 76ers","Los Angeles Lakers",115,109,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Indiana Pacers","Memphis Grizzlies",116,113,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Washington Wizards","Miami Heat",102,93,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Detroit Pistons","Milwaukee Bucks",95,99,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"San Antonio Spurs","Minnesota Timberwolves",86,98,"Wed, Nov 15, 2017",2017-11-15,0,1,0,2018
"Toronto Raptors","New Orleans Pelicans",125,116,"Wed, Nov 15, 2017",2017-11-15,0,1,0,2018
"Utah Jazz","New York Knicks",101,106,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Chicago Bulls","Oklahoma City Thunder",79,92,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Orlando Magic","Portland Trail Blazers",94,99,"Wed, Nov 15, 2017",2017-11-15,0,0,0,2018
"Golden State Warriors","Boston Celtics",88,92,"Thu, Nov 16, 2017",2017-11-16,0,0,0,2018
"Houston Rockets","Phoenix Suns",142,116,"Thu, Nov 16, 2017",2017-11-16,0,0,0,2018
"Utah Jazz","Brooklyn Nets",107,118,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Charlotte Hornets","Chicago Bulls",120,123,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Los Angeles Clippers","Cleveland Cavaliers",113,118,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Minnesota Timberwolves","Dallas Mavericks",111,87,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"New Orleans Pelicans","Denver Nuggets",114,146,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Detroit Pistons","Indiana Pacers",100,107,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Phoenix Suns","Los Angeles Lakers",122,113,"Fri, Nov 17, 2017",2017-11-17,0,1,0,2018
"Portland Trail Blazers","Sacramento Kings",82,86,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Oklahoma City Thunder","San Antonio Spurs",101,104,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"New York Knicks","Toronto Raptors",84,107,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Miami Heat","Washington Wizards",91,88,"Fri, Nov 17, 2017",2017-11-17,0,0,0,2018
"Boston Celtics","Atlanta Hawks",110,99,"Sat, Nov 18, 2017",2017-11-18,0,0,0,2018
"Los Angeles Clippers","Charlotte Hornets",87,102,"Sat, Nov 18, 2017",2017-11-18,0,1,1,2018
"Milwaukee Bucks","Dallas Mavericks",79,111,"Sat, Nov 18, 2017",2017-11-18,0,0,1,2018
"Houston Rockets","Memphis Grizzlies",105,83,"Sat, Nov 18, 2017",2017-11-18,0,0,0,2018
"Utah Jazz","Orlando Magic",125,85,"Sat, Nov 18, 2017",2017-11-18,0,1,0,2018
"Golden State Warriors","Philadelphia 76ers",124,116,"Sat, Nov 18, 2017",2017-11-18,0,0,0,2018
"Sacramento Kings","Portland Trail Blazers",90,102,"Sat, Nov 18, 2017",2017-11-18,0,1,1,2018
"Golden State Warriors","Brooklyn Nets",118,111,"Sun, Nov 19, 2017",2017-11-19,0,1,0,2018
"Denver Nuggets","Los Angeles Lakers",109,127,"Sun, Nov 19, 2017",2017-11-19,0,0,0,2018
"Indiana Pacers","Miami Heat",120,95,"Sun, Nov 19, 2017",2017-11-19,0,0,0,2018
"Detroit Pistons","Minnesota Timberwolves",100,97,"Sun, Nov 19, 2017",2017-11-19,0,0,0,2018
"Chicago Bulls","Phoenix Suns",105,113,"Sun, Nov 19, 2017",2017-11-19,0,0,0,2018
"Washington Wizards","Toronto Raptors",91,100,"Sun, Nov 19, 2017",2017-11-19,0,0,0,2018
"Minnesota Timberwolves","Charlotte Hornets",102,118,"Mon, Nov 20, 2017",2017-11-20,0,1,0,2018
"Boston Celtics","Dallas Mavericks",110,102,"Mon, Nov 20, 2017",2017-11-20,0,0,0,2018
"Cleveland Cavaliers","Detroit Pistons",116,88,"Mon, Nov 20, 2017",2017-11-20,0,0,1,2018
"Portland Trail Blazers","Memphis Grizzlies",100,92,"Mon, Nov 20, 2017",2017-11-20,0,0,0,2018
"Washington Wizards","Milwaukee Bucks",99,88,"Mon, Nov 20, 2017",2017-11-20,0,1,0,2018
"Oklahoma City Thunder","New Orleans Pelicans",107,114,"Mon, Nov 20, 2017",2017-11-20,0,0,0,2018
"Los Angeles Clippers","New York Knicks",85,107,"Mon, Nov 20, 2017",2017-11-20,0,0,0,2018
"Indiana Pacers","Orlando Magic",105,97,"Mon, Nov 20, 2017",2017-11-20,0,1,0,2018
"Utah Jazz","Philadelphia 76ers",86,107,"Mon, Nov 20, 2017",2017-11-20,0,0,0,2018
"Denver Nuggets","Sacramento Kings",114,98,"Mon, Nov 20, 2017",2017-11-20,0,1,0,2018
"Atlanta Hawks","San Antonio Spurs",85,96,"Mon, Nov 20, 2017",2017-11-20,0,0,0,2018
