"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Oklahoma City Thunder","Los Angeles Clippers",90,93,"Thu, Oct 30, 2014",2014-10-30,0,1,0,2015
"Detroit Pistons","Minnesota Timberwolves",91,97,"Thu, Oct 30, 2014",2014-10-30,0,1,1,2015
"Washington Wizards","Orlando Magic",105,98,"Thu, Oct 30, 2014",2014-10-30,0,1,0,2015
"Cleveland Cavaliers","Chicago Bulls",114,108,"Fri, Oct 31, 2014",2014-10-31,0,1,0,2015
"Memphis Grizzlies","Indiana Pacers",97,89,"Fri, Oct 31, 2014",2014-10-31,0,0,0,2015
"Los Angeles Clippers","Los Angeles Lakers",118,111,"Fri, Oct 31, 2014",2014-10-31,0,1,0,2015
"Philadelphia 76ers","Milwaukee Bucks",81,93,"Fri, Oct 31, 2014",2014-10-31,0,0,0,2015
"San Antonio Spurs","Phoenix Suns",89,94,"Fri, Oct 31, 2014",2014-10-31,0,0,0,2015
"Portland Trail Blazers","Sacramento Kings",94,103,"Fri, Oct 31, 2014",2014-10-31,0,0,0,2015
"Indiana Pacers","Atlanta Hawks",92,102,"Sat, Nov 1, 2014",2014-11-01,0,1,0,2015
"Memphis Grizzlies","Charlotte Hornets",71,69,"Sat, Nov 1, 2014",2014-11-01,0,1,0,2015
"Brooklyn Nets","Detroit Pistons",102,90,"Sat, Nov 1, 2014",2014-11-01,0,0,0,2015
"Los Angeles Lakers","Golden State Warriors",104,127,"Sat, Nov 1, 2014",2014-11-01,0,1,0,2015
"Boston Celtics","Houston Rockets",90,104,"Sat, Nov 1, 2014",2014-11-01,0,0,0,2015
"Chicago Bulls","Minnesota Timberwolves",106,105,"Sat, Nov 1, 2014",2014-11-01,0,1,0,2015
"Dallas Mavericks","New Orleans Pelicans",109,104,"Sat, Nov 1, 2014",2014-11-01,0,0,0,2015
"Denver Nuggets","Oklahoma City Thunder",91,102,"Sat, Nov 1, 2014",2014-11-01,0,0,0,2015
"Toronto Raptors","Orlando Magic",108,95,"Sat, Nov 1, 2014",2014-11-01,0,0,0,2015
"Miami Heat","Philadelphia 76ers",114,96,"Sat, Nov 1, 2014",2014-11-01,0,0,1,2015
"Phoenix Suns","Utah Jazz",91,118,"Sat, Nov 1, 2014",2014-11-01,0,1,0,2015
"Milwaukee Bucks","Washington Wizards",97,108,"Sat, Nov 1, 2014",2014-11-01,0,1,0,2015
"Sacramento Kings","Los Angeles Clippers",98,92,"Sun, Nov 2, 2014",2014-11-02,0,0,0,2015
"Toronto Raptors","Miami Heat",102,107,"Sun, Nov 2, 2014",2014-11-02,0,1,1,2015
"Charlotte Hornets","New York Knicks",93,96,"Sun, Nov 2, 2014",2014-11-02,0,1,0,2015
"Golden State Warriors","Portland Trail Blazers",95,90,"Sun, Nov 2, 2014",2014-11-02,0,1,0,2015
"Oklahoma City Thunder","Brooklyn Nets",85,116,"Mon, Nov 3, 2014",2014-11-03,0,0,0,2015
"Boston Celtics","Dallas Mavericks",113,118,"Mon, Nov 3, 2014",2014-11-03,0,0,0,2015
"Sacramento Kings","Denver Nuggets",110,105,"Mon, Nov 3, 2014",2014-11-03,0,1,0,2015
"Utah Jazz","Los Angeles Clippers",101,107,"Mon, Nov 3, 2014",2014-11-03,0,0,1,2015
"New Orleans Pelicans","Memphis Grizzlies",81,93,"Mon, Nov 3, 2014",2014-11-03,0,0,0,2015
"Houston Rockets","Philadelphia 76ers",104,93,"Mon, Nov 3, 2014",2014-11-03,0,0,0,2015
"Orlando Magic","Chicago Bulls",90,98,"Tue, Nov 4, 2014",2014-11-04,0,0,0,2015
"Milwaukee Bucks","Indiana Pacers",87,81,"Tue, Nov 4, 2014",2014-11-04,0,0,0,2015
"Phoenix Suns","Los Angeles Lakers",112,106,"Tue, Nov 4, 2014",2014-11-04,0,0,0,2015
"Houston Rockets","Miami Heat",108,91,"Tue, Nov 4, 2014",2014-11-04,0,1,0,2015
"Charlotte Hornets","New Orleans Pelicans",91,100,"Tue, Nov 4, 2014",2014-11-04,0,0,1,2015
"Washington Wizards","New York Knicks",98,83,"Tue, Nov 4, 2014",2014-11-04,0,0,0,2015
"Cleveland Cavaliers","Portland Trail Blazers",82,101,"Tue, Nov 4, 2014",2014-11-04,0,0,0,2015
"Oklahoma City Thunder","Toronto Raptors",88,100,"Tue, Nov 4, 2014",2014-11-04,0,1,0,2015
"Toronto Raptors","Boston Celtics",110,107,"Wed, Nov 5, 2014",2014-11-05,0,1,0,2015
"Minnesota Timberwolves","Brooklyn Nets",98,91,"Wed, Nov 5, 2014",2014-11-05,0,0,0,2015
"Miami Heat","Charlotte Hornets",89,96,"Wed, Nov 5, 2014",2014-11-05,0,1,1,2015
"New York Knicks","Detroit Pistons",95,98,"Wed, Nov 5, 2014",2014-11-05,0,1,0,2015
"Los Angeles Clippers","Golden State Warriors",104,121,"Wed, Nov 5, 2014",2014-11-05,0,0,0,2015
"Chicago Bulls","Milwaukee Bucks",95,86,"Wed, Nov 5, 2014",2014-11-05,0,1,1,2015
"Orlando Magic","Philadelphia 76ers",91,89,"Wed, Nov 5, 2014",2014-11-05,0,1,0,2015
"Memphis Grizzlies","Phoenix Suns",102,91,"Wed, Nov 5, 2014",2014-11-05,0,0,1,2015
"Denver Nuggets","Sacramento Kings",109,131,"Wed, Nov 5, 2014",2014-11-05,0,0,0,2015
"Atlanta Hawks","San Antonio Spurs",92,94,"Wed, Nov 5, 2014",2014-11-05,0,0,0,2015
"Cleveland Cavaliers","Utah Jazz",100,102,"Wed, Nov 5, 2014",2014-11-05,0,1,0,2015
"Indiana Pacers","Washington Wizards",94,96,"Wed, Nov 5, 2014",2014-11-05,0,1,1,2015
"San Antonio Spurs","Houston Rockets",81,98,"Thu, Nov 6, 2014",2014-11-06,0,1,0,2015
"Dallas Mavericks","Portland Trail Blazers",87,108,"Thu, Nov 6, 2014",2014-11-06,0,0,0,2015
"Indiana Pacers","Boston Celtics",98,101,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"New York Knicks","Brooklyn Nets",99,110,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Atlanta Hawks","Charlotte Hornets",119,122,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Cleveland Cavaliers","Denver Nuggets",110,101,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Milwaukee Bucks","Detroit Pistons",95,98,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Memphis Grizzlies","Oklahoma City Thunder",91,89,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Minnesota Timberwolves","Orlando Magic",103,112,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Chicago Bulls","Philadelphia 76ers",118,115,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Sacramento Kings","Phoenix Suns",114,112,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Washington Wizards","Toronto Raptors",84,103,"Fri, Nov 7, 2014",2014-11-07,0,0,0,2015
"Dallas Mavericks","Utah Jazz",105,82,"Fri, Nov 7, 2014",2014-11-07,0,1,0,2015
"New York Knicks","Atlanta Hawks",96,103,"Sat, Nov 8, 2014",2014-11-08,0,1,1,2015
"Boston Celtics","Chicago Bulls",106,101,"Sat, Nov 8, 2014",2014-11-08,0,1,1,2015
"Golden State Warriors","Houston Rockets",98,87,"Sat, Nov 8, 2014",2014-11-08,0,0,0,2015
"Washington Wizards","Indiana Pacers",97,90,"Sat, Nov 8, 2014",2014-11-08,0,1,1,2015
"Portland Trail Blazers","Los Angeles Clippers",102,106,"Sat, Nov 8, 2014",2014-11-08,0,0,0,2015
"Minnesota Timberwolves","Miami Heat",92,102,"Sat, Nov 8, 2014",2014-11-08,0,1,0,2015
"Memphis Grizzlies","Milwaukee Bucks",92,93,"Sat, Nov 8, 2014",2014-11-08,0,1,1,2015
"New Orleans Pelicans","San Antonio Spurs",100,99,"Sat, Nov 8, 2014",2014-11-08,0,0,0,2015
"Orlando Magic","Brooklyn Nets",96,104,"Sun, Nov 9, 2014",2014-11-09,0,0,0,2015
"Miami Heat","Dallas Mavericks",105,96,"Sun, Nov 9, 2014",2014-11-09,0,1,0,2015
"Utah Jazz","Detroit Pistons",97,96,"Sun, Nov 9, 2014",2014-11-09,0,0,0,2015
"Charlotte Hornets","Los Angeles Lakers",92,107,"Sun, Nov 9, 2014",2014-11-09,0,0,0,2015
"Sacramento Kings","Oklahoma City Thunder",93,101,"Sun, Nov 9, 2014",2014-11-09,0,0,0,2015
"Golden State Warriors","Phoenix Suns",95,107,"Sun, Nov 9, 2014",2014-11-09,0,1,0,2015
"Denver Nuggets","Portland Trail Blazers",100,116,"Sun, Nov 9, 2014",2014-11-09,0,0,1,2015
"Philadelphia 76ers","Toronto Raptors",88,120,"Sun, Nov 9, 2014",2014-11-09,0,0,0,2015
"Detroit Pistons","Chicago Bulls",91,102,"Mon, Nov 10, 2014",2014-11-10,0,1,0,2015
"New Orleans Pelicans","Cleveland Cavaliers",111,118,"Mon, Nov 10, 2014",2014-11-10,0,0,0,2015
"Utah Jazz","Indiana Pacers",86,97,"Mon, Nov 10, 2014",2014-11-10,0,1,0,2015
"San Antonio Spurs","Los Angeles Clippers",89,85,"Mon, Nov 10, 2014",2014-11-10,0,0,0,2015
"Atlanta Hawks","New York Knicks",91,85,"Mon, Nov 10, 2014",2014-11-10,0,0,0,2015
"Sacramento Kings","Dallas Mavericks",98,106,"Tue, Nov 11, 2014",2014-11-11,0,0,0,2015
"San Antonio Spurs","Golden State Warriors",113,100,"Tue, Nov 11, 2014",2014-11-11,0,1,0,2015
"Los Angeles Lakers","Memphis Grizzlies",102,107,"Tue, Nov 11, 2014",2014-11-11,0,0,0,2015
"Oklahoma City Thunder","Milwaukee Bucks",78,85,"Tue, Nov 11, 2014",2014-11-11,0,0,0,2015
"Charlotte Hornets","Portland Trail Blazers",100,102,"Tue, Nov 11, 2014",2014-11-11,0,0,0,2015
"Orlando Magic","Toronto Raptors",100,104,"Tue, Nov 11, 2014",2014-11-11,0,0,0,2015
"Utah Jazz","Atlanta Hawks",97,100,"Wed, Nov 12, 2014",2014-11-12,0,0,0,2015
"Oklahoma City Thunder","Boston Celtics",109,94,"Wed, Nov 12, 2014",2014-11-12,0,1,0,2015
"Portland Trail Blazers","Denver Nuggets",130,113,"Wed, Nov 12, 2014",2014-11-12,0,1,0,2015
"Indiana Pacers","Miami Heat",81,75,"Wed, Nov 12, 2014",2014-11-12,0,0,0,2015
"Houston Rockets","Minnesota Timberwolves",113,101,"Wed, Nov 12, 2014",2014-11-12,0,0,0,2015
"Los Angeles Lakers","New Orleans Pelicans",102,109,"Wed, Nov 12, 2014",2014-11-12,0,1,0,2015
"Orlando Magic","New York Knicks",97,95,"Wed, Nov 12, 2014",2014-11-12,0,1,0,2015
"Brooklyn Nets","Phoenix Suns",104,112,"Wed, Nov 12, 2014",2014-11-12,0,0,0,2015
"Detroit Pistons","Washington Wizards",103,107,"Wed, Nov 12, 2014",2014-11-12,0,0,0,2015
"Philadelphia 76ers","Dallas Mavericks",70,123,"Thu, Nov 13, 2014",2014-11-13,0,0,0,2015
"Brooklyn Nets","Golden State Warriors",99,107,"Thu, Nov 13, 2014",2014-11-13,0,1,0,2015
"Sacramento Kings","Memphis Grizzlies",110,111,"Thu, Nov 13, 2014",2014-11-13,0,0,0,2015
"Chicago Bulls","Toronto Raptors",100,93,"Thu, Nov 13, 2014",2014-11-13,0,0,0,2015
"Miami Heat","Atlanta Hawks",103,114,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Cleveland Cavaliers","Boston Celtics",122,121,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Philadelphia 76ers","Houston Rockets",87,88,"Fri, Nov 14, 2014",2014-11-14,0,1,0,2015
"Denver Nuggets","Indiana Pacers",108,87,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"San Antonio Spurs","Los Angeles Lakers",93,80,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Minnesota Timberwolves","New Orleans Pelicans",91,139,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Utah Jazz","New York Knicks",102,100,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Detroit Pistons","Oklahoma City Thunder",96,89,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Milwaukee Bucks","Orlando Magic",85,101,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Charlotte Hornets","Phoenix Suns",103,95,"Fri, Nov 14, 2014",2014-11-14,0,0,0,2015
"Indiana Pacers","Chicago Bulls",99,90,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Atlanta Hawks","Cleveland Cavaliers",94,127,"Sat, Nov 15, 2014",2014-11-15,0,1,1,2015
"Minnesota Timberwolves","Dallas Mavericks",117,131,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Charlotte Hornets","Golden State Warriors",87,112,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Phoenix Suns","Los Angeles Clippers",107,120,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Detroit Pistons","Memphis Grizzlies",88,95,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Brooklyn Nets","Portland Trail Blazers",87,97,"Sat, Nov 15, 2014",2014-11-15,0,0,0,2015
"San Antonio Spurs","Sacramento Kings",91,94,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Utah Jazz","Toronto Raptors",93,111,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Orlando Magic","Washington Wizards",93,98,"Sat, Nov 15, 2014",2014-11-15,0,1,0,2015
"Golden State Warriors","Los Angeles Lakers",136,115,"Sun, Nov 16, 2014",2014-11-16,0,1,0,2015
"Milwaukee Bucks","Miami Heat",91,84,"Sun, Nov 16, 2014",2014-11-16,0,0,0,2015
"Denver Nuggets","New York Knicks",93,109,"Sun, Nov 16, 2014",2014-11-16,0,0,0,2015
"Houston Rockets","Oklahoma City Thunder",69,65,"Sun, Nov 16, 2014",2014-11-16,0,0,0,2015
"Phoenix Suns","Boston Celtics",118,114,"Mon, Nov 17, 2014",2014-11-17,0,0,0,2015
"Miami Heat","Brooklyn Nets",95,83,"Mon, Nov 17, 2014",2014-11-17,0,1,0,2015
"Dallas Mavericks","Charlotte Hornets",107,80,"Mon, Nov 17, 2014",2014-11-17,0,0,0,2015
"Denver Nuggets","Cleveland Cavaliers",106,97,"Mon, Nov 17, 2014",2014-11-17,0,1,0,2015
"Orlando Magic","Detroit Pistons",107,93,"Mon, Nov 17, 2014",2014-11-17,0,0,0,2015
"Chicago Bulls","Los Angeles Clippers",105,89,"Mon, Nov 17, 2014",2014-11-17,0,0,0,2015
"Houston Rockets","Memphis Grizzlies",93,119,"Mon, Nov 17, 2014",2014-11-17,0,1,0,2015
"New Orleans Pelicans","Portland Trail Blazers",93,102,"Mon, Nov 17, 2014",2014-11-17,0,0,0,2015
"Philadelphia 76ers","San Antonio Spurs",75,100,"Mon, Nov 17, 2014",2014-11-17,0,0,0,2015
"Los Angeles Lakers","Atlanta Hawks",114,109,"Tue, Nov 18, 2014",2014-11-18,0,0,0,2015
"New York Knicks","Milwaukee Bucks",113,117,"Tue, Nov 18, 2014",2014-11-18,0,0,0,2015
"New Orleans Pelicans","Sacramento Kings",106,100,"Tue, Nov 18, 2014",2014-11-18,0,1,0,2015
"Oklahoma City Thunder","Utah Jazz",81,98,"Tue, Nov 18, 2014",2014-11-18,0,0,0,2015
"Milwaukee Bucks","Brooklyn Nets",122,118,"Wed, Nov 19, 2014",2014-11-19,0,1,0,2015
"San Antonio Spurs","Cleveland Cavaliers",92,90,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"Oklahoma City Thunder","Denver Nuggets",100,107,"Wed, Nov 19, 2014",2014-11-19,0,1,0,2015
"Phoenix Suns","Detroit Pistons",88,86,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"Los Angeles Lakers","Houston Rockets",98,92,"Wed, Nov 19, 2014",2014-11-19,0,1,0,2015
"Charlotte Hornets","Indiana Pacers",86,88,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"New York Knicks","Minnesota Timberwolves",99,115,"Wed, Nov 19, 2014",2014-11-19,0,1,0,2015
"Los Angeles Clippers","Orlando Magic",114,90,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"Boston Celtics","Philadelphia 76ers",101,90,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"Memphis Grizzlies","Toronto Raptors",92,96,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"Dallas Mavericks","Washington Wizards",105,102,"Wed, Nov 19, 2014",2014-11-19,0,0,0,2015
"Los Angeles Clippers","Miami Heat",110,93,"Thu, Nov 20, 2014",2014-11-20,0,1,0,2015
"Chicago Bulls","Sacramento Kings",88,103,"Thu, Nov 20, 2014",2014-11-20,0,0,0,2015
"Detroit Pistons","Atlanta Hawks",89,99,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Orlando Magic","Charlotte Hornets",105,100,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Los Angeles Lakers","Dallas Mavericks",106,140,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"New Orleans Pelicans","Denver Nuggets",97,117,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Utah Jazz","Golden State Warriors",88,101,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Boston Celtics","Memphis Grizzlies",100,117,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"San Antonio Spurs","Minnesota Timberwolves",121,92,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Brooklyn Nets","Oklahoma City Thunder",94,92,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Phoenix Suns","Philadelphia 76ers",122,96,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Chicago Bulls","Portland Trail Blazers",87,105,"Fri, Nov 21, 2014",2014-11-21,0,1,0,2015
"Milwaukee Bucks","Toronto Raptors",82,124,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Cleveland Cavaliers","Washington Wizards",78,91,"Fri, Nov 21, 2014",2014-11-21,0,0,0,2015
"Toronto Raptors","Cleveland Cavaliers",110,93,"Sat, Nov 22, 2014",2014-11-22,0,1,1,2015
"Dallas Mavericks","Houston Rockets",92,95,"Sat, Nov 22, 2014",2014-11-22,0,1,0,2015
"Phoenix Suns","Indiana Pacers",106,83,"Sat, Nov 22, 2014",2014-11-22,0,1,0,2015
"Washington Wizards","Milwaukee Bucks",111,100,"Sat, Nov 22, 2014",2014-11-22,0,1,1,2015
"Sacramento Kings","Minnesota Timberwolves",113,101,"Sat, Nov 22, 2014",2014-11-22,0,0,1,2015
"Philadelphia 76ers","New York Knicks",83,91,"Sat, Nov 22, 2014",2014-11-22,0,1,0,2015
"Miami Heat","Orlando Magic",99,92,"Sat, Nov 22, 2014",2014-11-22,0,0,1,2015
"Brooklyn Nets","San Antonio Spurs",87,99,"Sat, Nov 22, 2014",2014-11-22,0,1,1,2015
"New Orleans Pelicans","Utah Jazz",106,94,"Sat, Nov 22, 2014",2014-11-22,0,1,1,2015
"Portland Trail Blazers","Boston Celtics",94,88,"Sun, Nov 23, 2014",2014-11-23,0,0,0,2015
"Denver Nuggets","Los Angeles Lakers",101,94,"Sun, Nov 23, 2014",2014-11-23,0,0,0,2015
"Los Angeles Clippers","Memphis Grizzlies",91,107,"Sun, Nov 23, 2014",2014-11-23,0,0,0,2015
"Charlotte Hornets","Miami Heat",93,94,"Sun, Nov 23, 2014",2014-11-23,0,0,1,2015
"Golden State Warriors","Oklahoma City Thunder",91,86,"Sun, Nov 23, 2014",2014-11-23,0,0,0,2015
"Los Angeles Clippers","Charlotte Hornets",113,92,"Mon, Nov 24, 2014",2014-11-24,0,1,1,2015
"Orlando Magic","Cleveland Cavaliers",74,106,"Mon, Nov 24, 2014",2014-11-24,0,0,0,2015
"Indiana Pacers","Dallas Mavericks",111,100,"Mon, Nov 24, 2014",2014-11-24,0,0,0,2015
"New York Knicks","Houston Rockets",86,91,"Mon, Nov 24, 2014",2014-11-24,0,0,0,2015
"Portland Trail Blazers","Philadelphia 76ers",114,104,"Mon, Nov 24, 2014",2014-11-24,0,1,0,2015
"Phoenix Suns","Toronto Raptors",100,104,"Mon, Nov 24, 2014",2014-11-24,0,0,0,2015
"Chicago Bulls","Utah Jazz",97,95,"Mon, Nov 24, 2014",2014-11-24,0,0,0,2015
"Chicago Bulls","Denver Nuggets",109,114,"Tue, Nov 25, 2014",2014-11-25,0,1,0,2015
"Golden State Warriors","Miami Heat",114,97,"Tue, Nov 25, 2014",2014-11-25,0,0,0,2015
"Detroit Pistons","Milwaukee Bucks",86,98,"Tue, Nov 25, 2014",2014-11-25,0,0,0,2015
"Sacramento Kings","New Orleans Pelicans",99,89,"Tue, Nov 25, 2014",2014-11-25,0,0,0,2015
"Atlanta Hawks","Washington Wizards",106,102,"Tue, Nov 25, 2014",2014-11-25,0,0,0,2015
"Toronto Raptors","Atlanta Hawks",126,115,"Wed, Nov 26, 2014",2014-11-26,0,0,1,2015
"Portland Trail Blazers","Charlotte Hornets",105,97,"Wed, Nov 26, 2014",2014-11-26,0,0,0,2015
"Washington Wizards","Cleveland Cavaliers",87,113,"Wed, Nov 26, 2014",2014-11-26,0,1,0,2015
"New York Knicks","Dallas Mavericks",102,109,"Wed, Nov 26, 2014",2014-11-26,0,0,0,2015
"Los Angeles Clippers","Detroit Pistons",104,98,"Wed, Nov 26, 2014",2014-11-26,0,0,1,2015
"Sacramento Kings","Houston Rockets",89,102,"Wed, Nov 26, 2014",2014-11-26,0,1,0,2015
"Memphis Grizzlies","Los Angeles Lakers",99,93,"Wed, Nov 26, 2014",2014-11-26,0,0,0,2015
"Milwaukee Bucks","Minnesota Timberwolves",103,86,"Wed, Nov 26, 2014",2014-11-26,0,1,0,2015
"Utah Jazz","Oklahoma City Thunder",82,97,"Wed, Nov 26, 2014",2014-11-26,0,0,0,2015
"Golden State Warriors","Orlando Magic",111,96,"Wed, Nov 26, 2014",2014-11-26,0,1,0,2015
"Brooklyn Nets","Philadelphia 76ers",99,91,"Wed, Nov 26, 2014",2014-11-26,0,0,0,2015
"Denver Nuggets","Phoenix Suns",112,120,"Wed, Nov 26, 2014",2014-11-26,0,1,0,2015
"Indiana Pacers","San Antonio Spurs",100,106,"Wed, Nov 26, 2014",2014-11-26,0,0,0,2015
"New Orleans Pelicans","Atlanta Hawks",91,100,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Chicago Bulls","Boston Celtics",109,102,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Golden State Warriors","Charlotte Hornets",106,101,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Phoenix Suns","Denver Nuggets",97,122,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Milwaukee Bucks","Detroit Pistons",104,88,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Los Angeles Clippers","Houston Rockets",102,85,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Orlando Magic","Indiana Pacers",83,98,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Minnesota Timberwolves","Los Angeles Lakers",120,119,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"New York Knicks","Oklahoma City Thunder",78,105,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Memphis Grizzlies","Portland Trail Blazers",112,99,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Sacramento Kings","San Antonio Spurs",104,112,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Dallas Mavericks","Toronto Raptors",106,102,"Fri, Nov 28, 2014",2014-11-28,0,0,0,2015
"Charlotte Hornets","Atlanta Hawks",75,105,"Sat, Nov 29, 2014",2014-11-29,0,1,1,2015
"Indiana Pacers","Cleveland Cavaliers",97,109,"Sat, Nov 29, 2014",2014-11-29,0,1,0,2015
"Houston Rockets","Milwaukee Bucks",117,103,"Sat, Nov 29, 2014",2014-11-29,0,1,1,2015
"Dallas Mavericks","Philadelphia 76ers",110,103,"Sat, Nov 29, 2014",2014-11-29,0,1,0,2015
"Los Angeles Clippers","Utah Jazz",112,96,"Sat, Nov 29, 2014",2014-11-29,0,1,0,2015
"New Orleans Pelicans","Washington Wizards",80,83,"Sat, Nov 29, 2014",2014-11-29,0,1,0,2015
"San Antonio Spurs","Boston Celtics",111,89,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Chicago Bulls","Brooklyn Nets",102,84,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Golden State Warriors","Detroit Pistons",104,93,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Toronto Raptors","Los Angeles Lakers",122,129,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Miami Heat","New York Knicks",86,79,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Orlando Magic","Phoenix Suns",93,90,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Minnesota Timberwolves","Portland Trail Blazers",93,107,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Memphis Grizzlies","Sacramento Kings",97,85,"Sun, Nov 30, 2014",2014-11-30,0,0,0,2015
"Minnesota Timberwolves","Los Angeles Clippers",101,127,"Mon, Dec 1, 2014",2014-12-01,0,1,0,2015
"San Antonio Spurs","Philadelphia 76ers",109,103,"Mon, Dec 1, 2014",2014-12-01,0,1,0,2015
"Denver Nuggets","Utah Jazz",103,101,"Mon, Dec 1, 2014",2014-12-01,0,0,0,2015
"Miami Heat","Washington Wizards",86,107,"Mon, Dec 1, 2014",2014-12-01,0,1,0,2015
