"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Minnesota Timberwolves","Utah Jazz",NA,NA,"Mon, Nov 18, 2019",2019-11-18,1,0,0,2020
"Oklahoma City Thunder","Los Angeles Clippers",NA,NA,"Mon, Nov 18, 2019",2019-11-18,1,0,0,2020
"Brooklyn Nets","Cleveland Cavaliers",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,1,0,2020
"Orlando Magic","Detroit Pistons",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Memphis Grizzlies","Indiana Pacers",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Minnesota Timberwolves","Atlanta Hawks",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Sacramento Kings","Boston Celtics",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,1,0,2020
"Charlotte Hornets","Miami Heat",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Philadelphia 76ers","Toronto Raptors",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Portland Trail Blazers","Chicago Bulls",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Utah Jazz","Milwaukee Bucks",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Los Angeles Lakers","San Antonio Spurs",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Oklahoma City Thunder","Golden State Warriors",NA,NA,"Mon, Nov 25, 2019",2019-11-25,1,0,0,2020
"Detroit Pistons","Washington Wizards",NA,NA,"Mon, Nov 4, 2019",2019-11-04,1,0,0,2020
"New Orleans Pelicans","Brooklyn Nets",NA,NA,"Mon, Nov 4, 2019",2019-11-04,1,0,0,2020
"Houston Rockets","Memphis Grizzlies",NA,NA,"Mon, Nov 4, 2019",2019-11-04,1,1,0,2020
"Milwaukee Bucks","Minnesota Timberwolves",NA,NA,"Mon, Nov 4, 2019",2019-11-04,1,0,0,2020
"Philadelphia 76ers","Phoenix Suns",NA,NA,"Mon, Nov 4, 2019",2019-11-04,1,0,0,2020
"Portland Trail Blazers","Golden State Warriors",NA,NA,"Mon, Nov 4, 2019",2019-11-04,1,0,0,2020
"Brooklyn Nets","Chicago Bulls",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,0,0,2020
"Milwaukee Bucks","Indiana Pacers",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,0,1,2020
"Charlotte Hornets","New York Knicks",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,1,0,2020
"New Orleans Pelicans","Miami Heat",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,0,0,2020
"Houston Rockets","Minnesota Timberwolves",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,1,1,2020
"Toronto Raptors","Dallas Mavericks",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,0,0,2020
"Portland Trail Blazers","San Antonio Spurs",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,0,1,2020
"Atlanta Hawks","Los Angeles Clippers",NA,NA,"Sat, Nov 16, 2019",2019-11-16,1,0,0,2020
"New Orleans Pelicans","Oklahoma City Thunder",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,0,2020
"Brooklyn Nets","Detroit Pistons",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,1,1,2020
"Denver Nuggets","Orlando Magic",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,1,2020
"Phoenix Suns","Memphis Grizzlies",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,0,2020
"Toronto Raptors","Milwaukee Bucks",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,1,2020
"Minnesota Timberwolves","Washington Wizards",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,0,2020
"Charlotte Hornets","Golden State Warriors",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,1,2020
"Philadelphia 76ers","Portland Trail Blazers",NA,NA,"Sat, Nov 2, 2019",2019-11-02,1,0,0,2020
"Phoenix Suns","Minnesota Timberwolves",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,0,0,2020
"Chicago Bulls","Charlotte Hornets",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,1,1,2020
"Orlando Magic","Indiana Pacers",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,0,0,2020
"Toronto Raptors","Atlanta Hawks",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,0,1,2020
"San Antonio Spurs","New York Knicks",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,1,0,2020
"Miami Heat","Philadelphia 76ers",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,1,1,2020
"Portland Trail Blazers","Cleveland Cavaliers",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,0,1,2020
"Los Angeles Lakers","Memphis Grizzlies",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,1,0,2020
"Detroit Pistons","Milwaukee Bucks",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,1,0,2020
"New Orleans Pelicans","Utah Jazz",NA,NA,"Sat, Nov 23, 2019",2019-11-23,1,0,1,2020
"Denver Nuggets","Sacramento Kings",NA,NA,"Sat, Nov 30, 2019",2019-11-30,1,0,0,2020
"Indiana Pacers","Philadelphia 76ers",NA,NA,"Sat, Nov 30, 2019",2019-11-30,1,1,1,2020
"Atlanta Hawks","Houston Rockets",NA,NA,"Sat, Nov 30, 2019",2019-11-30,1,1,0,2020
"Charlotte Hornets","Milwaukee Bucks",NA,NA,"Sat, Nov 30, 2019",2019-11-30,1,1,1,2020
"Boston Celtics","San Antonio Spurs",NA,NA,"Sat, Nov 9, 2019",2019-11-09,1,0,0,2020
"New Orleans Pelicans","Charlotte Hornets",NA,NA,"Sat, Nov 9, 2019",2019-11-09,1,1,0,2020
"Houston Rockets","Chicago Bulls",NA,NA,"Sat, Nov 9, 2019",2019-11-09,1,0,0,2020
"Dallas Mavericks","Memphis Grizzlies",NA,NA,"Sat, Nov 9, 2019",2019-11-09,1,1,1,2020
"Golden State Warriors","Oklahoma City Thunder",NA,NA,"Sat, Nov 9, 2019",2019-11-09,1,1,0,2020
"Denver Nuggets","Minnesota Timberwolves",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,0,2020
"Indiana Pacers","Orlando Magic",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,0,2020
"Charlotte Hornets","Philadelphia 76ers",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,1,0,2020
"Milwaukee Bucks","Oklahoma City Thunder",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,1,2020
"Cleveland Cavaliers","New York Knicks",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,0,2020
"Brooklyn Nets","Phoenix Suns",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,0,2020
"Atlanta Hawks","Portland Trail Blazers",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,0,2020
"Toronto Raptors","Los Angeles Lakers",NA,NA,"Sun, Nov 10, 2019",2019-11-10,1,0,0,2020
"Philadelphia 76ers","Cleveland Cavaliers",NA,NA,"Sun, Nov 17, 2019",2019-11-17,1,0,0,2020
"Boston Celtics","Sacramento Kings",NA,NA,"Sun, Nov 17, 2019",2019-11-17,1,0,0,2020
"Denver Nuggets","Memphis Grizzlies",NA,NA,"Sun, Nov 17, 2019",2019-11-17,1,0,0,2020
"Washington Wizards","Orlando Magic",NA,NA,"Sun, Nov 17, 2019",2019-11-17,1,0,0,2020
"Golden State Warriors","New Orleans Pelicans",NA,NA,"Sun, Nov 17, 2019",2019-11-17,1,0,1,2020
"Atlanta Hawks","Los Angeles Lakers",NA,NA,"Sun, Nov 17, 2019",2019-11-17,1,1,0,2020
"Dallas Mavericks","Houston Rockets",NA,NA,"Sun, Nov 24, 2019",2019-11-24,1,0,0,2020
"Brooklyn Nets","New York Knicks",NA,NA,"Sun, Nov 24, 2019",2019-11-24,1,0,1,2020
"Sacramento Kings","Washington Wizards",NA,NA,"Sun, Nov 24, 2019",2019-11-24,1,0,0,2020
"Phoenix Suns","Denver Nuggets",NA,NA,"Sun, Nov 24, 2019",2019-11-24,1,1,0,2020
"New Orleans Pelicans","Los Angeles Clippers",NA,NA,"Sun, Nov 24, 2019",2019-11-24,1,1,0,2020
"Chicago Bulls","Indiana Pacers",NA,NA,"Sun, Nov 3, 2019",2019-11-03,1,0,0,2020
"Houston Rockets","Miami Heat",NA,NA,"Sun, Nov 3, 2019",2019-11-03,1,0,0,2020
"Sacramento Kings","New York Knicks",NA,NA,"Sun, Nov 3, 2019",2019-11-03,1,0,0,2020
"Los Angeles Lakers","San Antonio Spurs",NA,NA,"Sun, Nov 3, 2019",2019-11-03,1,0,0,2020
"Dallas Mavericks","Cleveland Cavaliers",NA,NA,"Sun, Nov 3, 2019",2019-11-03,1,0,0,2020
"Utah Jazz","Los Angeles Clippers",NA,NA,"Sun, Nov 3, 2019",2019-11-03,1,0,0,2020
"Miami Heat","Cleveland Cavaliers",NA,NA,"Thu, Nov 14, 2019",2019-11-14,1,0,0,2020
"Chicago Bulls","Milwaukee Bucks",NA,NA,"Thu, Nov 14, 2019",2019-11-14,1,0,0,2020
"Los Angeles Clippers","New Orleans Pelicans",NA,NA,"Thu, Nov 14, 2019",2019-11-14,1,1,0,2020
"Dallas Mavericks","New York Knicks",NA,NA,"Thu, Nov 14, 2019",2019-11-14,1,0,0,2020
"Atlanta Hawks","Phoenix Suns",NA,NA,"Thu, Nov 14, 2019",2019-11-14,1,0,0,2020
"Brooklyn Nets","Denver Nuggets",NA,NA,"Thu, Nov 14, 2019",2019-11-14,1,0,0,2020
"Portland Trail Blazers","Milwaukee Bucks",NA,NA,"Thu, Nov 21, 2019",2019-11-21,1,0,1,2020
"New Orleans Pelicans","Phoenix Suns",NA,NA,"Thu, Nov 21, 2019",2019-11-21,1,0,0,2020
"Boston Celtics","Charlotte Hornets",NA,NA,"Thu, Nov 7, 2019",2019-11-07,1,0,0,2020
"Oklahoma City Thunder","San Antonio Spurs",NA,NA,"Thu, Nov 7, 2019",2019-11-07,1,0,0,2020
"Miami Heat","Phoenix Suns",NA,NA,"Thu, Nov 7, 2019",2019-11-07,1,0,0,2020
"Portland Trail Blazers","Los Angeles Clippers",NA,NA,"Thu, Nov 7, 2019",2019-11-07,1,0,1,2020
"Oklahoma City Thunder","Indiana Pacers",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,0,2020
"Cleveland Cavaliers","Philadelphia 76ers",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,0,2020
"Detroit Pistons","Miami Heat",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,1,0,2020
"New York Knicks","Chicago Bulls",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,0,2020
"Atlanta Hawks","Denver Nuggets",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,0,2020
"Los Angeles Lakers","Phoenix Suns",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,0,2020
"Brooklyn Nets","Utah Jazz",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,1,2020
"Portland Trail Blazers","Sacramento Kings",NA,NA,"Tue, Nov 12, 2019",2019-11-12,1,0,0,2020
"Golden State Warriors","Memphis Grizzlies",NA,NA,"Tue, Nov 19, 2019",2019-11-19,1,0,0,2020
"Portland Trail Blazers","New Orleans Pelicans",NA,NA,"Tue, Nov 19, 2019",2019-11-19,1,1,0,2020
"Phoenix Suns","Sacramento Kings",NA,NA,"Tue, Nov 19, 2019",2019-11-19,1,1,0,2020
"Oklahoma City Thunder","Los Angeles Lakers",NA,NA,"Tue, Nov 19, 2019",2019-11-19,1,1,0,2020
"Los Angeles Clippers","Dallas Mavericks",NA,NA,"Tue, Nov 26, 2019",2019-11-26,1,0,0,2020
"Washington Wizards","Denver Nuggets",NA,NA,"Tue, Nov 26, 2019",2019-11-26,1,0,0,2020
"Indiana Pacers","Charlotte Hornets",NA,NA,"Tue, Nov 5, 2019",2019-11-05,1,0,0,2020
"Boston Celtics","Cleveland Cavaliers",NA,NA,"Tue, Nov 5, 2019",2019-11-05,1,0,0,2020
"San Antonio Spurs","Atlanta Hawks",NA,NA,"Tue, Nov 5, 2019",2019-11-05,1,0,0,2020
"Los Angeles Lakers","Chicago Bulls",NA,NA,"Tue, Nov 5, 2019",2019-11-05,1,0,0,2020
"Orlando Magic","Oklahoma City Thunder",NA,NA,"Tue, Nov 5, 2019",2019-11-05,1,0,0,2020
"Miami Heat","Denver Nuggets",NA,NA,"Tue, Nov 5, 2019",2019-11-05,1,0,0,2020
