"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Orlando Magic","Oklahoma City Thunder",74,102,"Sun, Nov 8, 2009",2009-11-08,0,0,0,2010
"Minnesota Timberwolves","Portland Trail Blazers",93,116,"Sun, Nov 8, 2009",2009-11-08,0,0,0,2010
"Golden State Warriors","Sacramento Kings",107,120,"Sun, Nov 8, 2009",2009-11-08,0,0,1,2010
"Phoenix Suns","Washington Wizards",102,90,"Sun, Nov 8, 2009",2009-11-08,0,0,0,2010
"Minnesota Timberwolves","Golden State Warriors",105,146,"Mon, Nov 9, 2009",2009-11-09,0,1,1,2010
"New Orleans Hornets","Los Angeles Clippers",112,84,"Mon, Nov 9, 2009",2009-11-09,0,1,0,2010
"Utah Jazz","New York Knicks",95,93,"Mon, Nov 9, 2009",2009-11-09,0,0,0,2010
"Phoenix Suns","Philadelphia 76ers",119,115,"Mon, Nov 9, 2009",2009-11-09,0,1,1,2010
"Toronto Raptors","San Antonio Spurs",124,131,"Mon, Nov 9, 2009",2009-11-09,0,0,0,2010
"Orlando Magic","Charlotte Bobcats",93,81,"Tue, Nov 10, 2009",2009-11-10,0,0,0,2010
"Denver Nuggets","Chicago Bulls",90,89,"Tue, Nov 10, 2009",2009-11-10,0,0,0,2010
"Houston Rockets","Dallas Mavericks",103,121,"Tue, Nov 10, 2009",2009-11-10,0,0,0,2010
"Portland Trail Blazers","Memphis Grizzlies",93,79,"Tue, Nov 10, 2009",2009-11-10,0,0,0,2010
"Washington Wizards","Miami Heat",76,90,"Tue, Nov 10, 2009",2009-11-10,0,0,0,2010
"Oklahoma City Thunder","Sacramento Kings",98,101,"Tue, Nov 10, 2009",2009-11-10,0,0,0,2010
"Utah Jazz","Boston Celtics",86,105,"Wed, Nov 11, 2009",2009-11-11,0,0,0,2010
"Charlotte Bobcats","Detroit Pistons",75,98,"Wed, Nov 11, 2009",2009-11-11,0,1,0,2010
"Memphis Grizzlies","Houston Rockets",79,104,"Wed, Nov 11, 2009",2009-11-11,0,1,1,2010
"Golden State Warriors","Indiana Pacers",94,108,"Wed, Nov 11, 2009",2009-11-11,0,0,0,2010
"Oklahoma City Thunder","Los Angeles Clippers",83,79,"Wed, Nov 11, 2009",2009-11-11,0,1,0,2010
"Denver Nuggets","Milwaukee Bucks",102,108,"Wed, Nov 11, 2009",2009-11-11,0,1,0,2010
"Portland Trail Blazers","Minnesota Timberwolves",107,84,"Wed, Nov 11, 2009",2009-11-11,0,1,0,2010
"Philadelphia 76ers","New Jersey Nets",82,79,"Wed, Nov 11, 2009",2009-11-11,0,0,0,2010
"Atlanta Hawks","New York Knicks",114,101,"Wed, Nov 11, 2009",2009-11-11,0,0,0,2010
"Cleveland Cavaliers","Orlando Magic",102,93,"Wed, Nov 11, 2009",2009-11-11,0,0,1,2010
"New Orleans Hornets","Phoenix Suns",104,124,"Wed, Nov 11, 2009",2009-11-11,0,0,0,2010
"Dallas Mavericks","San Antonio Spurs",83,92,"Wed, Nov 11, 2009",2009-11-11,0,1,0,2010
"Chicago Bulls","Toronto Raptors",89,99,"Wed, Nov 11, 2009",2009-11-11,0,1,0,2010
"Phoenix Suns","Los Angeles Lakers",102,121,"Thu, Nov 12, 2009",2009-11-12,0,1,0,2010
"Cleveland Cavaliers","Miami Heat",111,104,"Thu, Nov 12, 2009",2009-11-12,0,1,0,2010
"Atlanta Hawks","Boston Celtics",97,86,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"Los Angeles Lakers","Denver Nuggets",79,105,"Fri, Nov 13, 2009",2009-11-13,0,1,0,2010
"Toronto Raptors","Los Angeles Clippers",104,89,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"Dallas Mavericks","Minnesota Timberwolves",89,77,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"Portland Trail Blazers","New Orleans Hornets",86,78,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"Golden State Warriors","New York Knicks",121,107,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"New Jersey Nets","Orlando Magic",72,88,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"Utah Jazz","Philadelphia 76ers",112,90,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"Houston Rockets","Sacramento Kings",100,109,"Fri, Nov 13, 2009",2009-11-13,0,0,0,2010
"New Orleans Hornets","Atlanta Hawks",98,121,"Sat, Nov 14, 2009",2009-11-14,0,1,1,2010
"Portland Trail Blazers","Charlotte Bobcats",80,74,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"Philadelphia 76ers","Chicago Bulls",88,94,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"Utah Jazz","Cleveland Cavaliers",103,107,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"Boston Celtics","Indiana Pacers",104,113,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"Minnesota Timberwolves","Memphis Grizzlies",87,97,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"New Jersey Nets","Miami Heat",80,81,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"Golden State Warriors","Milwaukee Bucks",125,129,"Sat, Nov 14, 2009",2009-11-14,0,1,0,2010
"Oklahoma City Thunder","San Antonio Spurs",101,98,"Sat, Nov 14, 2009",2009-11-14,0,0,0,2010
"Detroit Pistons","Washington Wizards",106,103,"Sat, Nov 14, 2009",2009-11-14,0,0,0,2010
"Dallas Mavericks","Detroit Pistons",95,90,"Sun, Nov 15, 2009",2009-11-15,0,0,1,2010
"Houston Rockets","Los Angeles Lakers",101,91,"Sun, Nov 15, 2009",2009-11-15,0,0,0,2010
"Los Angeles Clippers","Oklahoma City Thunder",101,93,"Sun, Nov 15, 2009",2009-11-15,0,0,1,2010
"Toronto Raptors","Phoenix Suns",100,101,"Sun, Nov 15, 2009",2009-11-15,0,0,0,2010
"Portland Trail Blazers","Atlanta Hawks",95,99,"Mon, Nov 16, 2009",2009-11-16,0,0,0,2010
"Dallas Mavericks","Milwaukee Bucks",115,113,"Mon, Nov 16, 2009",2009-11-16,0,1,0,2010
"Charlotte Bobcats","Orlando Magic",91,97,"Mon, Nov 16, 2009",2009-11-16,0,0,0,2010
"Golden State Warriors","Cleveland Cavaliers",108,114,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Toronto Raptors","Denver Nuggets",112,130,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Phoenix Suns","Houston Rockets",111,105,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Detroit Pistons","Los Angeles Lakers",93,106,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Oklahoma City Thunder","Miami Heat",100,87,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Indiana Pacers","New Jersey Nets",91,83,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Los Angeles Clippers","New Orleans Hornets",102,110,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Chicago Bulls","Sacramento Kings",101,87,"Tue, Nov 17, 2009",2009-11-17,0,0,0,2010
"Miami Heat","Atlanta Hawks",90,105,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Golden State Warriors","Boston Celtics",95,109,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"San Antonio Spurs","Dallas Mavericks",94,99,"Wed, Nov 18, 2009",2009-11-18,0,0,0,2010
"New York Knicks","Indiana Pacers",110,103,"Wed, Nov 18, 2009",2009-11-18,0,0,1,2010
"Los Angeles Clippers","Memphis Grizzlies",91,106,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"New Jersey Nets","Milwaukee Bucks",85,99,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Houston Rockets","Minnesota Timberwolves",97,84,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Oklahoma City Thunder","Orlando Magic",94,108,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Charlotte Bobcats","Philadelphia 76ers",84,86,"Wed, Nov 18, 2009",2009-11-18,0,0,0,2010
"Detroit Pistons","Portland Trail Blazers",81,87,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Toronto Raptors","Utah Jazz",91,104,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Cleveland Cavaliers","Washington Wizards",91,108,"Wed, Nov 18, 2009",2009-11-18,0,1,0,2010
"Chicago Bulls","Los Angeles Lakers",93,108,"Thu, Nov 19, 2009",2009-11-19,0,0,0,2010
"Phoenix Suns","New Orleans Hornets",103,110,"Thu, Nov 19, 2009",2009-11-19,0,0,0,2010
"Utah Jazz","San Antonio Spurs",90,83,"Thu, Nov 19, 2009",2009-11-19,0,1,1,2010
"Houston Rockets","Atlanta Hawks",103,105,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Orlando Magic","Boston Celtics",83,78,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Sacramento Kings","Dallas Mavericks",102,104,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Portland Trail Blazers","Golden State Warriors",94,108,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Cleveland Cavaliers","Indiana Pacers",105,95,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Denver Nuggets","Los Angeles Clippers",99,106,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Charlotte Bobcats","Milwaukee Bucks",88,95,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Washington Wizards","Oklahoma City Thunder",108,127,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Memphis Grizzlies","Philadelphia 76ers",102,97,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Miami Heat","Toronto Raptors",113,120,"Fri, Nov 20, 2009",2009-11-20,0,0,0,2010
"Philadelphia 76ers","Cleveland Cavaliers",91,97,"Sat, Nov 21, 2009",2009-11-21,0,1,1,2010
"Chicago Bulls","Denver Nuggets",93,112,"Sat, Nov 21, 2009",2009-11-21,0,0,1,2010
"Sacramento Kings","Houston Rockets",106,113,"Sat, Nov 21, 2009",2009-11-21,0,1,1,2010
"Milwaukee Bucks","Memphis Grizzlies",103,98,"Sat, Nov 21, 2009",2009-11-21,0,1,1,2010
"New York Knicks","New Jersey Nets",98,91,"Sat, Nov 21, 2009",2009-11-21,0,0,0,2010
"Atlanta Hawks","New Orleans Hornets",88,96,"Sat, Nov 21, 2009",2009-11-21,0,1,0,2010
"Minnesota Timberwolves","Portland Trail Blazers",78,106,"Sat, Nov 21, 2009",2009-11-21,0,0,1,2010
"Washington Wizards","San Antonio Spurs",84,106,"Sat, Nov 21, 2009",2009-11-21,0,1,0,2010
"Detroit Pistons","Utah Jazz",97,100,"Sat, Nov 21, 2009",2009-11-21,0,0,0,2010
"Indiana Pacers","Charlotte Bobcats",88,104,"Sun, Nov 22, 2009",2009-11-22,0,0,0,2010
"Oklahoma City Thunder","Los Angeles Lakers",85,101,"Sun, Nov 22, 2009",2009-11-22,0,0,0,2010
"New Orleans Hornets","Miami Heat",101,102,"Sun, Nov 22, 2009",2009-11-22,0,1,0,2010
"Boston Celtics","New York Knicks",107,105,"Sun, Nov 22, 2009",2009-11-22,0,0,1,2010
"Detroit Pistons","Phoenix Suns",91,117,"Sun, Nov 22, 2009",2009-11-22,0,1,0,2010
"Orlando Magic","Toronto Raptors",104,96,"Sun, Nov 22, 2009",2009-11-22,0,0,0,2010
"Minnesota Timberwolves","Los Angeles Clippers",87,91,"Mon, Nov 23, 2009",2009-11-23,0,0,0,2010
"Sacramento Kings","Memphis Grizzlies",105,116,"Mon, Nov 23, 2009",2009-11-23,0,0,0,2010
"Chicago Bulls","Portland Trail Blazers",98,122,"Mon, Nov 23, 2009",2009-11-23,0,0,0,2010
"Milwaukee Bucks","San Antonio Spurs",98,112,"Mon, Nov 23, 2009",2009-11-23,0,0,0,2010
"Golden State Warriors","Dallas Mavericks",111,103,"Tue, Nov 24, 2009",2009-11-24,0,0,0,2010
"New Jersey Nets","Denver Nuggets",87,101,"Tue, Nov 24, 2009",2009-11-24,0,0,0,2010
"New York Knicks","Los Angeles Lakers",90,100,"Tue, Nov 24, 2009",2009-11-24,0,0,0,2010
"Indiana Pacers","Toronto Raptors",112,123,"Tue, Nov 24, 2009",2009-11-24,0,0,0,2010
"Oklahoma City Thunder","Utah Jazz",104,94,"Tue, Nov 24, 2009",2009-11-24,0,0,0,2010
"Philadelphia 76ers","Washington Wizards",107,108,"Tue, Nov 24, 2009",2009-11-24,0,0,0,2010
"Philadelphia 76ers","Boston Celtics",110,113,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"Toronto Raptors","Charlotte Bobcats",81,116,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"Cleveland Cavaliers","Detroit Pistons",98,88,"Wed, Nov 25, 2009",2009-11-25,0,0,0,2010
"Dallas Mavericks","Houston Rockets",130,99,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"Los Angeles Clippers","Indiana Pacers",73,86,"Wed, Nov 25, 2009",2009-11-25,0,0,1,2010
"Denver Nuggets","Minnesota Timberwolves",124,111,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"Milwaukee Bucks","New Orleans Hornets",99,102,"Wed, Nov 25, 2009",2009-11-25,0,0,0,2010
"Miami Heat","Orlando Magic",99,98,"Wed, Nov 25, 2009",2009-11-25,0,0,0,2010
"Memphis Grizzlies","Phoenix Suns",111,126,"Wed, Nov 25, 2009",2009-11-25,0,0,0,2010
"New Jersey Nets","Portland Trail Blazers",83,93,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"New York Knicks","Sacramento Kings",97,111,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"Golden State Warriors","San Antonio Spurs",104,118,"Wed, Nov 25, 2009",2009-11-25,0,1,0,2010
"Orlando Magic","Atlanta Hawks",93,76,"Thu, Nov 26, 2009",2009-11-26,0,1,0,2010
"Chicago Bulls","Utah Jazz",86,105,"Thu, Nov 26, 2009",2009-11-26,0,0,0,2010
"Toronto Raptors","Boston Celtics",103,116,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Cleveland Cavaliers","Charlotte Bobcats",87,94,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"New York Knicks","Denver Nuggets",125,128,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Los Angeles Clippers","Detroit Pistons",104,96,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"San Antonio Spurs","Houston Rockets",92,84,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Dallas Mavericks","Indiana Pacers",113,92,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Washington Wizards","Miami Heat",94,84,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Phoenix Suns","Minnesota Timberwolves",120,95,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Milwaukee Bucks","Oklahoma City Thunder",90,108,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Atlanta Hawks","Philadelphia 76ers",100,86,"Fri, Nov 27, 2009",2009-11-27,0,1,0,2010
"Memphis Grizzlies","Portland Trail Blazers",106,96,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"New Jersey Nets","Sacramento Kings",96,109,"Fri, Nov 27, 2009",2009-11-27,0,0,0,2010
"Dallas Mavericks","Cleveland Cavaliers",95,111,"Sat, Nov 28, 2009",2009-11-28,0,1,1,2010
"Los Angeles Lakers","Golden State Warriors",130,97,"Sat, Nov 28, 2009",2009-11-28,0,0,0,2010
"Orlando Magic","Milwaukee Bucks",100,98,"Sat, Nov 28, 2009",2009-11-28,0,0,1,2010
"Portland Trail Blazers","Utah Jazz",92,108,"Sat, Nov 28, 2009",2009-11-28,0,1,0,2010
"Charlotte Bobcats","Washington Wizards",92,76,"Sat, Nov 28, 2009",2009-11-28,0,1,1,2010
"Minnesota Timberwolves","Denver Nuggets",106,100,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"Atlanta Hawks","Detroit Pistons",88,94,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"Memphis Grizzlies","Los Angeles Clippers",88,98,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"New Jersey Nets","Los Angeles Lakers",87,106,"Sun, Nov 29, 2009",2009-11-29,0,0,1,2010
"Boston Celtics","Miami Heat",92,85,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"Orlando Magic","New York Knicks",114,102,"Sun, Nov 29, 2009",2009-11-29,0,1,0,2010
"Houston Rockets","Oklahoma City Thunder",100,91,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"New Orleans Hornets","Sacramento Kings",96,112,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"Philadelphia 76ers","San Antonio Spurs",89,97,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"Phoenix Suns","Toronto Raptors",113,94,"Sun, Nov 29, 2009",2009-11-29,0,0,0,2010
"Philadelphia 76ers","Dallas Mavericks",102,104,"Mon, Nov 30, 2009",2009-11-30,0,1,0,2010
"Indiana Pacers","Golden State Warriors",107,126,"Mon, Nov 30, 2009",2009-11-30,0,0,0,2010
"Chicago Bulls","Milwaukee Bucks",97,99,"Mon, Nov 30, 2009",2009-11-30,0,0,0,2010
