"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year"
"Minnesota Timberwolves","Sacramento Kings",103,106,"Sat, Oct 29, 2016",2016-10-29,0,0,0,2017
"New Orleans Pelicans","San Antonio Spurs",79,98,"Sat, Oct 29, 2016",2016-10-29,0,1,0,2017
"Milwaukee Bucks","Detroit Pistons",83,98,"Sun, Oct 30, 2016",2016-10-30,0,1,0,2017
"Dallas Mavericks","Houston Rockets",92,93,"Sun, Oct 30, 2016",2016-10-30,0,0,0,2017
"Utah Jazz","Los Angeles Clippers",75,88,"Sun, Oct 30, 2016",2016-10-30,0,0,0,2017
"Washington Wizards","Memphis Grizzlies",103,112,"Sun, Oct 30, 2016",2016-10-30,0,0,1,2017
"San Antonio Spurs","Miami Heat",106,99,"Sun, Oct 30, 2016",2016-10-30,0,1,0,2017
"Los Angeles Lakers","Oklahoma City Thunder",96,113,"Sun, Oct 30, 2016",2016-10-30,0,0,0,2017
"Golden State Warriors","Phoenix Suns",106,100,"Sun, Oct 30, 2016",2016-10-30,0,0,0,2017
"Sacramento Kings","Atlanta Hawks",95,106,"Mon, Oct 31, 2016",2016-10-31,0,0,0,2017
"Chicago Bulls","Brooklyn Nets",118,88,"Mon, Oct 31, 2016",2016-10-31,0,0,0,2017
"Phoenix Suns","Los Angeles Clippers",98,116,"Mon, Oct 31, 2016",2016-10-31,0,1,1,2017
"Denver Nuggets","Toronto Raptors",102,105,"Mon, Oct 31, 2016",2016-10-31,0,0,0,2017
"Houston Rockets","Cleveland Cavaliers",120,128,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"New York Knicks","Detroit Pistons",89,102,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Los Angeles Lakers","Indiana Pacers",108,115,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Sacramento Kings","Miami Heat",96,108,"Tue, Nov 1, 2016",2016-11-01,0,1,0,2017
"Memphis Grizzlies","Minnesota Timberwolves",80,116,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Milwaukee Bucks","New Orleans Pelicans",117,113,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Orlando Magic","Philadelphia 76ers",103,101,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Golden State Warriors","Portland Trail Blazers",127,104,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Utah Jazz","San Antonio Spurs",106,91,"Tue, Nov 1, 2016",2016-11-01,0,0,0,2017
"Los Angeles Lakers","Atlanta Hawks",123,116,"Wed, Nov 2, 2016",2016-11-02,0,1,0,2017
"Chicago Bulls","Boston Celtics",100,107,"Wed, Nov 2, 2016",2016-11-02,0,0,0,2017
"Detroit Pistons","Brooklyn Nets",101,109,"Wed, Nov 2, 2016",2016-11-02,0,1,0,2017
"Philadelphia 76ers","Charlotte Hornets",93,109,"Wed, Nov 2, 2016",2016-11-02,0,1,0,2017
"Oklahoma City Thunder","Los Angeles Clippers",85,83,"Wed, Nov 2, 2016",2016-11-02,0,0,0,2017
"New Orleans Pelicans","Memphis Grizzlies",83,89,"Wed, Nov 2, 2016",2016-11-02,0,1,1,2017
"Houston Rockets","New York Knicks",118,99,"Wed, Nov 2, 2016",2016-11-02,0,1,1,2017
"Portland Trail Blazers","Phoenix Suns",115,118,"Wed, Nov 2, 2016",2016-11-02,0,1,0,2017
"Dallas Mavericks","Utah Jazz",81,97,"Wed, Nov 2, 2016",2016-11-02,0,0,1,2017
"Toronto Raptors","Washington Wizards",113,103,"Wed, Nov 2, 2016",2016-11-02,0,0,0,2017
"Boston Celtics","Cleveland Cavaliers",122,128,"Thu, Nov 3, 2016",2016-11-03,0,1,0,2017
"Oklahoma City Thunder","Golden State Warriors",96,122,"Thu, Nov 3, 2016",2016-11-03,0,1,0,2017
"Indiana Pacers","Milwaukee Bucks",107,125,"Thu, Nov 3, 2016",2016-11-03,0,0,0,2017
"Denver Nuggets","Minnesota Timberwolves",102,99,"Thu, Nov 3, 2016",2016-11-03,0,0,0,2017
"Sacramento Kings","Orlando Magic",94,102,"Thu, Nov 3, 2016",2016-11-03,0,0,0,2017
"Charlotte Hornets","Brooklyn Nets",99,95,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"New York Knicks","Chicago Bulls",117,104,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"Portland Trail Blazers","Dallas Mavericks",105,95,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"Golden State Warriors","Los Angeles Lakers",97,117,"Fri, Nov 4, 2016",2016-11-04,0,1,0,2017
"Los Angeles Clippers","Memphis Grizzlies",99,88,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"Phoenix Suns","New Orleans Pelicans",112,111,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"Miami Heat","Toronto Raptors",87,96,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"San Antonio Spurs","Utah Jazz",100,86,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"Atlanta Hawks","Washington Wizards",92,95,"Fri, Nov 4, 2016",2016-11-04,0,0,0,2017
"Houston Rockets","Atlanta Hawks",97,112,"Sat, Nov 5, 2016",2016-11-05,0,0,1,2017
"Denver Nuggets","Detroit Pistons",86,103,"Sat, Nov 5, 2016",2016-11-05,0,0,0,2017
"Chicago Bulls","Indiana Pacers",94,111,"Sat, Nov 5, 2016",2016-11-05,0,1,0,2017
"Sacramento Kings","Milwaukee Bucks",91,117,"Sat, Nov 5, 2016",2016-11-05,0,0,0,2017
"Minnesota Timberwolves","Oklahoma City Thunder",92,112,"Sat, Nov 5, 2016",2016-11-05,0,0,0,2017
"Washington Wizards","Orlando Magic",86,88,"Sat, Nov 5, 2016",2016-11-05,0,1,0,2017
"Cleveland Cavaliers","Philadelphia 76ers",102,101,"Sat, Nov 5, 2016",2016-11-05,0,0,0,2017
"Los Angeles Clippers","San Antonio Spurs",116,92,"Sat, Nov 5, 2016",2016-11-05,0,1,1,2017
"Denver Nuggets","Boston Celtics",123,107,"Sun, Nov 6, 2016",2016-11-06,0,1,0,2017
"Milwaukee Bucks","Dallas Mavericks",75,86,"Sun, Nov 6, 2016",2016-11-06,0,1,0,2017
"Phoenix Suns","Los Angeles Lakers",108,119,"Sun, Nov 6, 2016",2016-11-06,0,0,0,2017
"Portland Trail Blazers","Memphis Grizzlies",100,94,"Sun, Nov 6, 2016",2016-11-06,0,0,0,2017
"Utah Jazz","New York Knicks",114,109,"Sun, Nov 6, 2016",2016-11-06,0,0,0,2017
"Sacramento Kings","Toronto Raptors",96,91,"Sun, Nov 6, 2016",2016-11-06,0,1,0,2017
"Orlando Magic","Chicago Bulls",80,112,"Mon, Nov 7, 2016",2016-11-07,0,0,0,2017
"Indiana Pacers","Charlotte Hornets",100,122,"Mon, Nov 7, 2016",2016-11-07,0,0,0,2017
"New Orleans Pelicans","Golden State Warriors",106,116,"Mon, Nov 7, 2016",2016-11-07,0,0,0,2017
"Detroit Pistons","Los Angeles Clippers",82,114,"Mon, Nov 7, 2016",2016-11-07,0,0,0,2017
"Miami Heat","Oklahoma City Thunder",85,97,"Mon, Nov 7, 2016",2016-11-07,0,0,0,2017
"Utah Jazz","Philadelphia 76ers",109,84,"Mon, Nov 7, 2016",2016-11-07,0,1,0,2017
"Houston Rockets","Washington Wizards",114,106,"Mon, Nov 7, 2016",2016-11-07,0,0,0,2017
"Minnesota Timberwolves","Brooklyn Nets",110,119,"Tue, Nov 8, 2016",2016-11-08,0,0,0,2017
"Atlanta Hawks","Cleveland Cavaliers",110,106,"Tue, Nov 8, 2016",2016-11-08,0,0,0,2017
"Dallas Mavericks","Los Angeles Lakers",109,97,"Tue, Nov 8, 2016",2016-11-08,0,0,0,2017
"Denver Nuggets","Memphis Grizzlies",107,108,"Tue, Nov 8, 2016",2016-11-08,0,0,0,2017
"Phoenix Suns","Portland Trail Blazers",121,124,"Tue, Nov 8, 2016",2016-11-08,0,0,0,2017
"New Orleans Pelicans","Sacramento Kings",94,102,"Tue, Nov 8, 2016",2016-11-08,0,1,0,2017
"Chicago Bulls","Atlanta Hawks",107,115,"Wed, Nov 9, 2016",2016-11-09,0,0,1,2017
"Utah Jazz","Charlotte Hornets",98,104,"Wed, Nov 9, 2016",2016-11-09,0,0,0,2017
"Dallas Mavericks","Golden State Warriors",95,116,"Wed, Nov 9, 2016",2016-11-09,0,1,0,2017
"Philadelphia 76ers","Indiana Pacers",115,122,"Wed, Nov 9, 2016",2016-11-09,0,0,0,2017
"Portland Trail Blazers","Los Angeles Clippers",80,111,"Wed, Nov 9, 2016",2016-11-09,0,1,0,2017
"Brooklyn Nets","New York Knicks",96,110,"Wed, Nov 9, 2016",2016-11-09,0,1,0,2017
"Toronto Raptors","Oklahoma City Thunder",112,102,"Wed, Nov 9, 2016",2016-11-09,0,0,0,2017
"Minnesota Timberwolves","Orlando Magic",123,107,"Wed, Nov 9, 2016",2016-11-09,0,1,0,2017
"Detroit Pistons","Phoenix Suns",100,107,"Wed, Nov 9, 2016",2016-11-09,0,0,1,2017
"Houston Rockets","San Antonio Spurs",101,99,"Wed, Nov 9, 2016",2016-11-09,0,0,0,2017
"Boston Celtics","Washington Wizards",93,118,"Wed, Nov 9, 2016",2016-11-09,0,0,0,2017
"Golden State Warriors","Denver Nuggets",125,101,"Thu, Nov 10, 2016",2016-11-10,0,1,0,2017
"Chicago Bulls","Miami Heat",98,95,"Thu, Nov 10, 2016",2016-11-10,0,1,0,2017
"New Orleans Pelicans","Milwaukee Bucks",112,106,"Thu, Nov 10, 2016",2016-11-10,0,0,0,2017
"Los Angeles Lakers","Sacramento Kings",101,91,"Thu, Nov 10, 2016",2016-11-10,0,0,0,2017
"New York Knicks","Boston Celtics",87,115,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Toronto Raptors","Charlotte Hornets",113,111,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Los Angeles Clippers","Oklahoma City Thunder",110,108,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Utah Jazz","Orlando Magic",87,74,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Indiana Pacers","Philadelphia 76ers",105,109,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Sacramento Kings","Portland Trail Blazers",120,122,"Fri, Nov 11, 2016",2016-11-11,0,1,0,2017
"Detroit Pistons","San Antonio Spurs",86,96,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Cleveland Cavaliers","Washington Wizards",105,94,"Fri, Nov 11, 2016",2016-11-11,0,0,0,2017
"Philadelphia 76ers","Atlanta Hawks",96,117,"Sat, Nov 12, 2016",2016-11-12,0,1,0,2017
"Washington Wizards","Chicago Bulls",95,106,"Sat, Nov 12, 2016",2016-11-12,0,1,0,2017
"Detroit Pistons","Denver Nuggets",106,95,"Sat, Nov 12, 2016",2016-11-12,0,1,0,2017
"San Antonio Spurs","Houston Rockets",106,100,"Sat, Nov 12, 2016",2016-11-12,0,1,0,2017
"Boston Celtics","Indiana Pacers",105,99,"Sat, Nov 12, 2016",2016-11-12,0,1,1,2017
"Utah Jazz","Miami Heat",102,91,"Sat, Nov 12, 2016",2016-11-12,0,1,0,2017
"Memphis Grizzlies","Milwaukee Bucks",96,106,"Sat, Nov 12, 2016",2016-11-12,0,0,0,2017
"Los Angeles Clippers","Minnesota Timberwolves",119,105,"Sat, Nov 12, 2016",2016-11-12,0,1,0,2017
"Los Angeles Lakers","New Orleans Pelicans",126,99,"Sat, Nov 12, 2016",2016-11-12,0,0,0,2017
"Brooklyn Nets","Phoenix Suns",122,104,"Sat, Nov 12, 2016",2016-11-12,0,0,0,2017
"New York Knicks","Toronto Raptors",107,118,"Sat, Nov 12, 2016",2016-11-12,0,1,1,2017
"Charlotte Hornets","Cleveland Cavaliers",93,100,"Sun, Nov 13, 2016",2016-11-13,0,0,0,2017
"Phoenix Suns","Golden State Warriors",120,133,"Sun, Nov 13, 2016",2016-11-13,0,1,0,2017
"Los Angeles Lakers","Minnesota Timberwolves",99,125,"Sun, Nov 13, 2016",2016-11-13,0,1,1,2017
"Orlando Magic","Oklahoma City Thunder",119,117,"Sun, Nov 13, 2016",2016-11-13,0,0,0,2017
"Denver Nuggets","Portland Trail Blazers",105,112,"Sun, Nov 13, 2016",2016-11-13,0,1,0,2017
"Oklahoma City Thunder","Detroit Pistons",88,104,"Mon, Nov 14, 2016",2016-11-14,0,1,0,2017
"Philadelphia 76ers","Houston Rockets",88,115,"Mon, Nov 14, 2016",2016-11-14,0,0,0,2017
"Orlando Magic","Indiana Pacers",69,88,"Mon, Nov 14, 2016",2016-11-14,0,1,0,2017
"Brooklyn Nets","Los Angeles Clippers",95,127,"Mon, Nov 14, 2016",2016-11-14,0,0,0,2017
"Boston Celtics","New Orleans Pelicans",105,106,"Mon, Nov 14, 2016",2016-11-14,0,0,0,2017
"Dallas Mavericks","New York Knicks",77,93,"Mon, Nov 14, 2016",2016-11-14,0,0,0,2017
"Miami Heat","San Antonio Spurs",90,94,"Mon, Nov 14, 2016",2016-11-14,0,0,0,2017
"Memphis Grizzlies","Utah Jazz",102,96,"Mon, Nov 14, 2016",2016-11-14,0,0,0,2017
"Toronto Raptors","Cleveland Cavaliers",117,121,"Tue, Nov 15, 2016",2016-11-15,0,0,0,2017
"Brooklyn Nets","Los Angeles Lakers",118,125,"Tue, Nov 15, 2016",2016-11-15,0,1,0,2017
"Atlanta Hawks","Miami Heat",93,90,"Tue, Nov 15, 2016",2016-11-15,0,0,1,2017
"Charlotte Hornets","Minnesota Timberwolves",115,108,"Tue, Nov 15, 2016",2016-11-15,0,0,0,2017
"Chicago Bulls","Portland Trail Blazers",113,88,"Tue, Nov 15, 2016",2016-11-15,0,0,0,2017
"Milwaukee Bucks","Atlanta Hawks",100,107,"Wed, Nov 16, 2016",2016-11-16,0,0,1,2017
"Dallas Mavericks","Boston Celtics",83,90,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"Phoenix Suns","Denver Nuggets",104,120,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"Cleveland Cavaliers","Indiana Pacers",93,103,"Wed, Nov 16, 2016",2016-11-16,0,1,0,2017
"Memphis Grizzlies","Los Angeles Clippers",111,107,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"Detroit Pistons","New York Knicks",102,105,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"Houston Rockets","Oklahoma City Thunder",103,105,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"New Orleans Pelicans","Orlando Magic",82,89,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"Washington Wizards","Philadelphia 76ers",102,109,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"San Antonio Spurs","Sacramento Kings",110,105,"Wed, Nov 16, 2016",2016-11-16,0,0,0,2017
"Golden State Warriors","Toronto Raptors",127,121,"Wed, Nov 16, 2016",2016-11-16,0,0,1,2017
"Portland Trail Blazers","Houston Rockets",109,126,"Thu, Nov 17, 2016",2016-11-17,0,0,1,2017
"Milwaukee Bucks","Miami Heat",73,96,"Thu, Nov 17, 2016",2016-11-17,0,1,0,2017
"Philadelphia 76ers","Minnesota Timberwolves",86,110,"Thu, Nov 17, 2016",2016-11-17,0,1,0,2017
"Chicago Bulls","Utah Jazz",85,77,"Thu, Nov 17, 2016",2016-11-17,0,0,0,2017
"New York Knicks","Washington Wizards",112,119,"Thu, Nov 17, 2016",2016-11-17,0,1,1,2017
"Golden State Warriors","Boston Celtics",104,88,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Atlanta Hawks","Charlotte Hornets",96,100,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Detroit Pistons","Cleveland Cavaliers",81,104,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Memphis Grizzlies","Dallas Mavericks",80,64,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Toronto Raptors","Denver Nuggets",113,111,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Phoenix Suns","Indiana Pacers",116,96,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"San Antonio Spurs","Los Angeles Lakers",116,107,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Portland Trail Blazers","New Orleans Pelicans",101,113,"Fri, Nov 18, 2016",2016-11-18,0,1,0,2017
"Brooklyn Nets","Oklahoma City Thunder",105,124,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Los Angeles Clippers","Sacramento Kings",121,115,"Fri, Nov 18, 2016",2016-11-18,0,0,0,2017
"Boston Celtics","Detroit Pistons",94,92,"Sat, Nov 19, 2016",2016-11-19,0,1,1,2017
"Utah Jazz","Houston Rockets",102,111,"Sat, Nov 19, 2016",2016-11-19,0,0,0,2017
"Chicago Bulls","Los Angeles Clippers",95,102,"Sat, Nov 19, 2016",2016-11-19,0,0,1,2017
"Minnesota Timberwolves","Memphis Grizzlies",71,93,"Sat, Nov 19, 2016",2016-11-19,0,0,1,2017
"Golden State Warriors","Milwaukee Bucks",124,121,"Sat, Nov 19, 2016",2016-11-19,0,1,0,2017
"Charlotte Hornets","New Orleans Pelicans",116,121,"Sat, Nov 19, 2016",2016-11-19,0,1,1,2017
"Dallas Mavericks","Orlando Magic",87,95,"Sat, Nov 19, 2016",2016-11-19,0,1,0,2017
"Phoenix Suns","Philadelphia 76ers",105,120,"Sat, Nov 19, 2016",2016-11-19,0,1,0,2017
"Miami Heat","Washington Wizards",114,111,"Sat, Nov 19, 2016",2016-11-19,0,0,0,2017
"Portland Trail Blazers","Brooklyn Nets",129,109,"Sun, Nov 20, 2016",2016-11-20,0,0,0,2017
"Utah Jazz","Denver Nuggets",91,105,"Sun, Nov 20, 2016",2016-11-20,0,1,0,2017
"Chicago Bulls","Los Angeles Lakers",118,110,"Sun, Nov 20, 2016",2016-11-20,0,1,0,2017
"Atlanta Hawks","New York Knicks",94,104,"Sun, Nov 20, 2016",2016-11-20,0,0,0,2017
"Indiana Pacers","Oklahoma City Thunder",115,111,"Sun, Nov 20, 2016",2016-11-20,0,0,0,2017
"Toronto Raptors","Sacramento Kings",99,102,"Sun, Nov 20, 2016",2016-11-20,0,0,0,2017
"Memphis Grizzlies","Charlotte Hornets",105,90,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"Houston Rockets","Detroit Pistons",99,96,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"Golden State Warriors","Indiana Pacers",120,83,"Mon, Nov 21, 2016",2016-11-21,0,0,1,2017
"Toronto Raptors","Los Angeles Clippers",115,123,"Mon, Nov 21, 2016",2016-11-21,0,1,0,2017
"Orlando Magic","Milwaukee Bucks",89,93,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"Boston Celtics","Minnesota Timberwolves",99,93,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"Miami Heat","Philadelphia 76ers",94,101,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"Dallas Mavericks","San Antonio Spurs",91,96,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"Phoenix Suns","Washington Wizards",101,106,"Mon, Nov 21, 2016",2016-11-21,0,0,0,2017
"New Orleans Pelicans","Atlanta Hawks",112,94,"Tue, Nov 22, 2016",2016-11-22,0,0,0,2017
"Chicago Bulls","Denver Nuggets",107,110,"Tue, Nov 22, 2016",2016-11-22,0,0,0,2017
"Oklahoma City Thunder","Los Angeles Lakers",109,111,"Tue, Nov 22, 2016",2016-11-22,0,0,0,2017
"Portland Trail Blazers","New York Knicks",103,107,"Tue, Nov 22, 2016",2016-11-22,0,0,0,2017
"Boston Celtics","Brooklyn Nets",111,92,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"San Antonio Spurs","Charlotte Hornets",119,114,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"Portland Trail Blazers","Cleveland Cavaliers",125,137,"Wed, Nov 23, 2016",2016-11-23,0,1,0,2017
"Los Angeles Clippers","Dallas Mavericks",124,104,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"Miami Heat","Detroit Pistons",84,107,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"Los Angeles Lakers","Golden State Warriors",106,149,"Wed, Nov 23, 2016",2016-11-23,0,1,0,2017
"Toronto Raptors","Houston Rockets",115,102,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"Atlanta Hawks","Indiana Pacers",96,85,"Wed, Nov 23, 2016",2016-11-23,0,1,0,2017
"Minnesota Timberwolves","New Orleans Pelicans",96,117,"Wed, Nov 23, 2016",2016-11-23,0,0,1,2017
"Phoenix Suns","Orlando Magic",92,87,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"Memphis Grizzlies","Philadelphia 76ers",104,99,"Wed, Nov 23, 2016",2016-11-23,0,0,0,2017
"Oklahoma City Thunder","Sacramento Kings",101,116,"Wed, Nov 23, 2016",2016-11-23,0,1,0,2017
"Denver Nuggets","Utah Jazz",83,108,"Wed, Nov 23, 2016",2016-11-23,0,1,0,2017
"San Antonio Spurs","Boston Celtics",109,103,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Dallas Mavericks","Cleveland Cavaliers",90,128,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Oklahoma City Thunder","Denver Nuggets",132,129,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Los Angeles Clippers","Detroit Pistons",97,108,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Brooklyn Nets","Indiana Pacers",97,118,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Golden State Warriors","Los Angeles Lakers",109,85,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Miami Heat","Memphis Grizzlies",90,81,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Toronto Raptors","Milwaukee Bucks",105,99,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Charlotte Hornets","New York Knicks",111,113,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Washington Wizards","Orlando Magic",94,91,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Chicago Bulls","Philadelphia 76ers",105,89,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Minnesota Timberwolves","Phoenix Suns",98,85,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"New Orleans Pelicans","Portland Trail Blazers",104,119,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Houston Rockets","Sacramento Kings",117,104,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"Atlanta Hawks","Utah Jazz",68,95,"Fri, Nov 25, 2016",2016-11-25,0,0,0,2017
"New York Knicks","Charlotte Hornets",102,107,"Sat, Nov 26, 2016",2016-11-26,0,1,1,2017
"Minnesota Timberwolves","Golden State Warriors",102,115,"Sat, Nov 26, 2016",2016-11-26,0,1,1,2017
"Memphis Grizzlies","Miami Heat",110,107,"Sat, Nov 26, 2016",2016-11-26,0,1,1,2017
"Detroit Pistons","Oklahoma City Thunder",88,106,"Sat, Nov 26, 2016",2016-11-26,0,1,1,2017
"San Antonio Spurs","Washington Wizards",112,100,"Sat, Nov 26, 2016",2016-11-26,0,1,1,2017
"Sacramento Kings","Brooklyn Nets",122,105,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
"New Orleans Pelicans","Dallas Mavericks",81,91,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
"Los Angeles Clippers","Indiana Pacers",70,91,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
"Atlanta Hawks","Los Angeles Lakers",94,109,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
"Milwaukee Bucks","Orlando Magic",104,96,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
"Cleveland Cavaliers","Philadelphia 76ers",112,108,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
"Denver Nuggets","Phoenix Suns",120,114,"Sun, Nov 27, 2016",2016-11-27,0,0,0,2017
