"Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","X3PAr","TS.","eFG.","TOV.","ORB.","FT.FGA","eFG..1","TOV..1","DRB.","FT.FGA.1","Arena","Attend.","Attend..G","yr","tm_yr","rank","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","rank_7"
1,"Los Angeles Lakers",29.2,67,15,64,18,8.55,-0.14,8.41,107.3,98.2,9.1,93.3,0.346,0.153,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222,"STAPLES Center",771420,NA,2000,"Los Angeles Lakers_2000",29,27.5,27.5,24,26,9.5,21,18.5
2,"Portland Trail Blazers",29.6,59,23,59,23,6.4,-0.04,6.36,107.9,100.8,7.1,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217,"Rose Garden Arena",835078,NA,2000,"Portland Trail Blazers_2000",28,20.5,21.5,24,15,5,1,6.5
3,"San Antonio Spurs",30.9,53,29,58,24,5.94,-0.02,5.92,105,98.6,6.4,90.8,0.346,0.138,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73,0.188,"Alamodome",884450,NA,2000,"San Antonio Spurs_2000",24.5,29,27.5,28.5,27,28.5,29,28
4,"Phoenix Suns",28.6,53,29,56,26,5.22,0.02,5.24,104.6,99,5.6,94,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245,"America West Arena",773115,NA,2000,"Phoenix Suns_2000",24.5,22,9.5,16.5,6,30,27,29
5,"Utah Jazz",31.5,55,27,54,28,4.46,0.05,4.52,107.3,102.3,5,89.6,0.337,0.134,0.54,0.49,14.3,29.5,0.26,0.477,15,73.2,0.256,"Delta Center",801268,NA,2000,"Utah Jazz_2000",26,24.5,18,18.5,17.5,4,16,25
6,"Indiana Pacers",30.4,56,26,54,28,4.6,-0.45,4.15,108.5,103.6,4.9,93.1,0.302,0.224,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197,"Conseco Fieldhouse",752145,NA,2000,"Indiana Pacers_2000",27,12,14.5,20.5,29,16.5,16,11.5
7,"Sacramento Kings",27.5,44,38,49,33,2.91,0.12,3.04,105,102.1,2.9,99.3,0.277,0.227,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198,"ARCO Arena (II)",720033,NA,2000,"Sacramento Kings_2000",16,26,29,27,25,23,19.5,9
8,"Miami Heat",29.2,52,30,50,32,3.11,-0.36,2.75,104.5,101,3.5,89.7,0.283,0.186,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229,"AmericanAirlines Arena",706725,NA,2000,"Miami Heat_2000",23,20.5,9.5,4,17.5,28.5,26,20
9,"Minnesota Timberwolves",26.6,50,32,48,34,2.52,0.14,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14,73,0.25,"Target Center",690012,NA,2000,"Minnesota Timberwolves_2000",21.5,17.5,23.5,26,28,16.5,6.5,6.5
10,"New Orleans Pelicans",28.7,49,33,49,33,2.67,-0.34,2.33,104.3,101.4,2.9,93.9,0.376,0.153,0.53,0.475,13.7,25.7,0.285,0.478,14.6,73.2,0.198,"Charlotte Coliseum",732827,NA,2000,"New Orleans Pelicans_2000",19.5,16,18,18.5,15,2.5,12.5,13
11,"New York Knicks",29.5,50,32,46,36,1.46,-0.16,1.3,102.5,100.9,1.6,89.2,0.283,0.147,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251,"Madison Square Garden (IV)",810103,NA,2000,"New York Knicks_2000",21.5,19,7,9.5,13,7.5,2,9
12,"Oklahoma City Thunder",28.5,45,37,44,38,0.95,0.22,1.17,105.6,104.6,1,93.4,0.282,0.232,0.52,0.487,12.9,28.5,0.196,0.483,14,69.6,0.193,"KeyArena at Seattle Center",615730,NA,2000,"Oklahoma City Thunder_2000",17.5,14,20,12,11.5,25,10,5
13,"Detroit Pistons",28.3,42,40,45,37,1.44,-0.31,1.13,107.3,105.8,1.5,95.7,0.378,0.184,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249,"The Palace of Auburn Hills",678470,NA,2000,"Detroit Pistons_2000",14.5,9,23.5,24,24,26,30,27
14,"Philadelphia 76ers",27.1,49,33,45,37,1.34,-0.32,1.02,101.5,100,1.5,92.7,0.329,0.095,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229,"First Union Center",756956,NA,2000,"Philadelphia 76ers_2000",19.5,27.5,16,20.5,7.5,15,12.5,11.5
15,"Orlando Magic",26.3,41,41,43,39,0.68,-0.26,0.43,102.4,101.7,0.7,97.3,0.305,0.124,0.516,0.473,15.4,31.6,0.224,0.476,15.9,69.9,0.226,"TD Waterhouse Centre",576409,NA,2000,"Orlando Magic_2000",13,13,18,13.5,1,11,11,14.5
16,"Milwaukee Bucks",28.2,42,40,42,40,0.22,-0.28,-0.06,108.2,107.9,0.3,92.7,0.29,0.157,0.539,0.494,13.8,30,0.228,0.496,14.6,69.6,0.254,"Bradley Center",628605,NA,2000,"Milwaukee Bucks_2000",14.5,23,13,13.5,15,6,14,3
17,"Dallas Mavericks",26.3,40,42,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,0.248,0.188,0.532,0.49,12.6,25.5,0.2,0.488,14.2,66.1,0.21,"Reunion Arena",606177,NA,2000,"Dallas Mavericks_2000",12,24.5,26,28.5,23,27,28,30
18,"Toronto Raptors",29.3,45,37,41,41,-0.16,-0.3,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247,"Air Canada Centre",756496,NA,2000,"Toronto Raptors_2000",17.5,17.5,14.5,3,7.5,7.5,5,22
19,"Houston Rockets",26.3,34,48,39,43,-0.87,0.3,-0.57,104.8,105.7,-0.9,94.2,0.322,0.244,0.536,0.494,15.8,29.1,0.236,0.481,12.5,71.6,0.201,"Compaq Center",624594,NA,2000,"Houston Rockets_2000",9,15,5,15,20,24,8.5,26
20,"Boston Celtics",25.4,35,47,39,43,-0.76,-0.24,-1,104.8,105.6,-0.8,94.6,0.316,0.183,0.52,0.474,13.8,30.4,0.236,0.498,15.8,73.8,0.306,"FleetCenter",683608,NA,2000,"Boston Celtics_2000",10.5,10,21.5,16.5,10,19,6.5,2
21,"Brooklyn Nets",27.3,31,51,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,"Continental Airlines Arena",643631,NA,2000,"Brooklyn Nets_2000",7,6,25,22,21,13.5,23.5,16.5
22,"Denver Nuggets",25.9,35,47,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,0.306,0.202,0.517,0.476,14,29.2,0.222,0.479,13,71.6,0.235,"Pepsi Center",637698,NA,2000,"Denver Nuggets_2000",10.5,11,4,1.5,19,22,19.5,21
23,"Washington Wizards",28,29,53,32,50,-3.28,-0.19,-3.47,103.5,107,-3.5,92.7,0.315,0.133,0.521,0.476,14.8,30.6,0.234,0.489,13.9,71.7,0.273,"MCI Center",616593,NA,2000,"Washington Wizards_2000",6,3,11,9.5,3,19,18,16.5
24,"Cleveland Cavaliers",27.2,32,50,31,51,-3.5,-0.14,-3.64,100.4,104,-3.6,95.7,0.327,0.136,0.516,0.468,15.6,28.1,0.245,0.474,15.1,71.2,0.275,"Gund Arena",603702,NA,2000,"Cleveland Cavaliers_2000",8,7,6,1.5,9,13.5,25,24
25,"Memphis Grizzlies",25.3,22,60,25,57,-5.62,0.52,-5.1,102.3,108.5,-6.2,91,0.32,0.139,0.524,0.474,15.8,30.1,0.247,0.502,14.1,70.6,0.231,"General Motors Place",569864,NA,2000,"Memphis Grizzlies_2000",4,4,3,6,22,19,23.5,1
26,"Atlanta Hawks",27.6,28,54,26,56,-5.38,-0.04,-5.41,102,107.9,-5.9,91.7,0.292,0.12,0.503,0.46,14.1,31.7,0.217,0.481,11.3,71,0.196,"Philips Arena",600954,NA,2000,"Atlanta Hawks_2000",5,5,8,8,4.5,1,3.5,4
27,"Golden State Warriors",26.9,19,63,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,0.301,0.15,0.484,0.444,13.9,32.6,0.21,0.499,14.6,69.1,0.259,"The Arena in Oakland",509171,NA,2000,"Golden State Warriors_2000",3,2,1.5,11,11.5,9.5,8.5,18.5
28,"Chicago Bulls",26,17,65,15,67,-9.4,0.17,-9.23,94.2,104.6,-10.4,89.4,0.338,0.167,0.49,0.443,18,29.9,0.24,0.484,14.5,69.9,0.24,"United Center",907064,NA,2000,"Chicago Bulls_2000",2,1,1.5,7,2,21,16,23
29,"Los Angeles Clippers",24.2,15,67,13,69,-11.52,0.8,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,0.458,14.9,26.1,0.202,0.507,13.1,69.6,0.22,"STAPLES Center",559714,NA,2000,"Los Angeles Clippers_2000",1,8,12,5,4.5,12,22,14.5
1,"San Antonio Spurs",29.5,58,24,63,19,7.76,0.16,7.92,106.6,98,8.6,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182,"Alamodome",913176,22273,2001,"San Antonio Spurs_2001",29,27.5,28.5,27,28.5,29,28,26.5
2,"Sacramento Kings",27.1,55,27,57,25,5.82,0.25,6.07,105.6,99.6,6,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181,"ARCO Arena (II)",709997,17317,2001,"Sacramento Kings_2001",26,29,27,25,23,19.5,9,13
3,"Utah Jazz",32,53,29,55,27,4.7,0.31,5,107.6,102.4,5.2,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301,"Delta Center",792196,19322,2001,"Utah Jazz_2001",24.5,18,18.5,17.5,4,16,25,23
4,"Dallas Mavericks",26.6,53,29,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244,"Reunion Arena",680238,16591,2001,"Dallas Mavericks_2001",24.5,26,28.5,23,27,28,30,21
5,"Portland Trail Blazers",30.1,50,32,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,0.497,14.8,30,0.225,0.47,14.3,72.4,0.223,"Rose Garden Arena",831376,20277,2001,"Portland Trail Blazers_2001",20.5,21.5,24,15,5,1,6.5,15.5
6,"Los Angeles Lakers",29.2,56,26,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234,"STAPLES Center",776336,18935,2001,"Los Angeles Lakers_2001",27.5,27.5,24,26,9.5,21,18.5,28
7,"Philadelphia 76ers",28.2,56,26,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186,"First Union Center",805692,19651,2001,"Philadelphia 76ers_2001",27.5,16,20.5,7.5,15,12.5,11.5,14
8,"Milwaukee Bucks",28.2,52,30,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253,"Bradley Center",683125,16662,2001,"Milwaukee Bucks_2001",23,13,13.5,15,6,14,3,7
9,"Houston Rockets",26.7,45,37,48,34,2.29,0.42,2.71,106.7,104.2,2.5,90.4,0.321,0.217,0.538,0.492,14,27.5,0.244,0.475,12.6,71.9,0.206,"Compaq Center",518555,12648,2001,"Houston Rockets_2001",15,5,15,20,24,8.5,26,24.5
10,"Phoenix Suns",28.6,51,31,48,34,2.21,0.42,2.63,100.3,98,2.3,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,"America West Arena",737586,17990,2001,"Phoenix Suns_2001",22,9.5,16.5,6,30,27,29,24.5
11,"New York Knicks",29.8,48,34,50,32,2.63,-0.65,1.98,101.2,98.2,3,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24,"Madison Square Garden (IV)",810283,19763,2001,"New York Knicks_2001",19,7,9.5,13,7.5,2,9,5.5
12,"Minnesota Timberwolves",27.4,47,35,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,0.482,13,28.6,0.199,0.478,14.2,71.9,0.238,"Target Center",717371,17497,2001,"Minnesota Timberwolves_2001",17.5,23.5,26,28,16.5,6.5,6.5,3.5
13,"Miami Heat",30.9,50,32,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214,"AmericanAirlines Arena",678186,16541,2001,"Miami Heat_2001",20.5,9.5,4,17.5,28.5,26,20,1
14,"Toronto Raptors",29.9,47,35,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.285,0.167,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212,"Air Canada Centre",793256,19348,2001,"Toronto Raptors_2001",17.5,14.5,3,7.5,7.5,5,22,15.5
15,"New Orleans Pelicans",28.2,46,36,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222,"Charlotte Coliseum",615424,15010,2001,"New Orleans Pelicans_2001",16,18,18.5,15,2.5,12.5,13,26.5
16,"Oklahoma City Thunder",27.9,44,38,41,41,0.02,0.52,0.55,105.6,105.6,0,91.6,0.299,0.176,0.53,0.491,14.3,29.1,0.219,0.488,13.9,69.8,0.199,"KeyArena at Seattle Center",640847,15630,2001,"Oklahoma City Thunder_2001",14,20,12,11.5,25,10,5,2
17,"Orlando Magic",26,43,39,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29,"TD Waterhouse Centre",605031,14757,2001,"Orlando Magic_2001",13,18,13.5,1,11,11,14.5,22
18,"Indiana Pacers",27.7,41,41,40,42,-0.2,-0.57,-0.77,102,102.2,-0.2,89.4,0.312,0.18,0.519,0.471,14.5,27,0.239,0.452,12.8,71.4,0.235,"Conseco Fieldhouse",731800,17849,2001,"Indiana Pacers_2001",12,14.5,20.5,29,16.5,16,11.5,11
19,"Denver Nuggets",27.9,40,42,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.286,0.21,0.511,0.47,12.8,28.3,0.211,0.476,12.1,71.8,0.223,"Pepsi Center",619300,15105,2001,"Denver Nuggets_2001",11,4,1.5,19,22,19.5,21,20
20,"Detroit Pistons",27.1,32,50,36,46,-1.7,-0.39,-2.08,100,101.8,-1.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14,72.2,0.233,"The Palace of Auburn Hills",607323,14813,2001,"Detroit Pistons_2001",9,23.5,24,24,26,30,27,29
21,"Los Angeles Clippers",24.3,31,51,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.319,0.164,0.514,0.476,14.9,28.3,0.221,0.466,12,71.1,0.217,"STAPLES Center",601587,14673,2001,"Los Angeles Clippers_2001",8,12,5,4.5,12,22,14.5,5.5
22,"Boston Celtics",25.9,36,46,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.338,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16,72.7,0.256,"FleetCenter",629201,15346,2001,"Boston Celtics_2001",10,21.5,16.5,10,19,6.5,2,30
23,"Cleveland Cavaliers",26.9,30,52,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.312,0.101,0.509,0.459,15.4,29.7,0.239,0.477,14.1,71.1,0.248,"Gund Arena",650775,15873,2001,"Cleveland Cavaliers_2001",7,6,1.5,9,13.5,25,24,18
24,"Memphis Grizzlies",26.2,23,59,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,0.464,14.9,26.1,0.223,0.491,13.8,69.8,0.194,"General Motors Place",563218,13737,2001,"Memphis Grizzlies_2001",4,3,6,22,19,23.5,1,3.5
25,"Brooklyn Nets",27.5,26,56,26,56,-5.05,-0.25,-5.3,100,105.5,-5.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70,0.258,"Continental Airlines Arena",556573,13575,2001,"Brooklyn Nets_2001",6,25,22,21,13.5,23.5,16.5,10
26,"Atlanta Hawks",26.1,25,57,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.206,0.472,13.8,70.8,0.249,"Philips Arena",560330,13667,2001,"Atlanta Hawks_2001",5,8,8,4.5,1,3.5,4,12
27,"Washington Wizards",27,19,63,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.236,"MCI Center",638653,15577,2001,"Washington Wizards_2001",3,11,9.5,3,19,18,16.5,17
28,"Golden State Warriors",26.6,17,65,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.199,0.504,15,69.7,0.227,"The Arena in Oakland",591981,14439,2001,"Golden State Warriors_2001",2,1.5,11,11.5,9.5,8.5,18.5,19
29,"Chicago Bulls",23.2,15,67,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.298,0.148,0.495,0.45,15.1,26.6,0.22,0.499,14.3,70.3,0.254,"United Center",888654,21674,2001,"Chicago Bulls_2001",1,1.5,7,2,21,16,23,9
1,"Sacramento Kings",27,61,21,61,21,7.61,0,7.61,109,101.1,7.9,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185,"ARCO Arena (II)",709997,17317,2002,"Sacramento Kings_2002",29,27,25,23,19.5,9,13,1
2,"Los Angeles Lakers",27.9,58,24,60,22,7.12,0.03,7.15,109.4,101.7,7.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13,72,0.233,"STAPLES Center",778777,18995,2002,"Los Angeles Lakers_2002",27.5,24,26,9.5,21,18.5,28,29
3,"San Antonio Spurs",28.5,58,24,59,23,6.21,0.07,6.28,106.5,99.7,6.8,90,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189,"Alamodome",906390,22107,2002,"San Antonio Spurs_2002",27.5,28.5,27,28.5,29,28,26.5,25
4,"Dallas Mavericks",27.6,57,25,53,29,4.26,0.16,4.41,112.2,107.7,4.5,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239,"American Airlines Center",802783,19580,2002,"Dallas Mavericks_2002",26,28.5,23,27,28,30,21,22
5,"Brooklyn Nets",26.1,52,30,53,29,4.16,-0.49,3.67,104,99.5,4.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,"Continental Airlines Arena",564194,13761,2002,"Brooklyn Nets_2002",25,22,21,13.5,23.5,16.5,10,10.5
6,"Minnesota Timberwolves",26.7,50,32,51,31,3.38,0.2,3.58,109,105.3,3.7,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,"Target Center",731673,17846,2002,"Minnesota Timberwolves_2002",23.5,26,28,16.5,6.5,6.5,3.5,5.5
7,"Oklahoma City Thunder",26.9,45,37,50,32,3.02,0.22,3.24,108.9,105.6,3.3,89,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206,"KeyArena at Seattle Center",633516,15452,2002,"Oklahoma City Thunder_2002",20,12,11.5,25,10,5,2,4
8,"Portland Trail Blazers",29,49,33,50,32,2.99,0.22,3.21,107.4,104,3.4,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202,"Rose Garden Arena",797821,19459,2002,"Portland Trail Blazers_2002",21.5,24,15,5,1,6.5,15.5,25
9,"Boston Celtics",26.2,49,33,48,34,2.21,-0.46,1.75,103.4,101,2.4,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245,"FleetCenter",659751,16091,2002,"Boston Celtics_2002",21.5,16.5,10,19,6.5,2,30,28
10,"Detroit Pistons",29.5,50,32,48,34,2.13,-0.45,1.69,104.8,102.4,2.4,90,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,"The Palace of Auburn Hills",760807,18556,2002,"Detroit Pistons_2002",23.5,24,24,26,30,27,29,14
11,"Philadelphia 76ers",29,43,39,46,36,1.6,-0.33,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208,"First Union Center",842976,20560,2002,"Philadelphia 76ers_2002",16,20.5,7.5,15,12.5,11.5,14,15.5
12,"Orlando Magic",28,44,38,46,36,1.57,-0.32,1.25,107,105.3,1.7,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,"TD Waterhouse Centre",621121,15149,2002,"Orlando Magic_2002",18,13.5,1,11,11,14.5,22,27
13,"Utah Jazz",29.9,44,38,44,38,0.89,0.32,1.21,105.6,104.6,1,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286,"Delta Center",766108,18686,2002,"Utah Jazz_2002",18,18.5,17.5,4,16,25,23,20
14,"New Orleans Pelicans",28.3,44,38,44,38,0.96,-0.4,0.57,104.3,103.3,1,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226,"Charlotte Coliseum",462738,11286,2002,"New Orleans Pelicans_2002",18,18.5,15,2.5,12.5,13,26.5,21
15,"Indiana Pacers",26.1,42,40,42,40,0.27,-0.34,-0.07,104.1,103.8,0.3,91.9,0.328,0.182,0.527,0.477,14.2,27,0.253,0.469,13.2,71,0.227,"Conseco Fieldhouse",686537,16745,2002,"Indiana Pacers_2002",14.5,20.5,29,16.5,16,11.5,11,13
16,"Los Angeles Clippers",24.4,39,43,40,42,-0.46,0.38,-0.09,105.5,106,-0.5,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194,"STAPLES Center",740185,18053,2002,"Los Angeles Clippers_2002",12,5,4.5,12,22,14.5,5.5,2.5
17,"Phoenix Suns",26.5,36,46,39,43,-0.68,0.39,-0.3,103.3,104,-0.7,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,"America West Arena",668939,16316,2002,"Phoenix Suns_2002",9.5,16.5,6,30,27,29,24.5,18
18,"Milwaukee Bucks",28.9,41,41,40,42,-0.22,-0.4,-0.62,106.9,107.1,-0.2,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12,70.9,0.217,"Bradley Center",745305,18178,2002,"Milwaukee Bucks_2002",13,13.5,15,6,14,3,7,10.5
19,"Toronto Raptors",29.3,42,40,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,"Air Canada Centre",810160,19760,2002,"Toronto Raptors_2002",14.5,3,7.5,7.5,5,22,15.5,9
20,"Washington Wizards",27.5,37,45,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13,71.4,0.214,"MCI Center",847634,20674,2002,"Washington Wizards_2002",11,9.5,3,19,18,16.5,17,2.5
21,"Miami Heat",30.1,36,46,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74,0.249,"AmericanAirlines Arena",655549,15989,2002,"Miami Heat_2002",9.5,4,17.5,28.5,26,20,1,17
22,"Cleveland Cavaliers",26,29,53,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226,"Gund Arena",596115,14539,2002,"Cleveland Cavaliers_2002",6,1.5,9,13.5,25,24,18,30
23,"New York Knicks",30.3,30,52,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.274,0.206,0.514,0.468,14,25.6,0.216,0.479,12.9,71.9,0.236,"Madison Square Garden (IV)",810283,19763,2002,"New York Knicks_2002",7,9.5,13,7.5,2,9,5.5,8
24,"Houston Rockets",25.9,28,54,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.286,0.223,0.507,0.465,13.4,29,0.211,0.491,11.5,69.8,0.178,"Compaq Center",481227,11737,2002,"Houston Rockets_2002",5,15,20,24,8.5,26,24.5,23
25,"Atlanta Hawks",25.7,33,49,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218,"Philips Arena",506110,12344,2002,"Atlanta Hawks_2002",8,8,4.5,1,3.5,4,12,19
26,"Golden State Warriors",24.8,21,61,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232,"The Arena in Oakland",593182,14468,2002,"Golden State Warriors_2002",1.5,11,11.5,9.5,8.5,18.5,19,7
27,"Denver Nuggets",28.2,27,55,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245,"Pepsi Center",633846,15460,2002,"Denver Nuggets_2002",4,1.5,19,22,19.5,21,20,25
28,"Memphis Grizzlies",25.5,23,59,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68,0.197,"Pyramid Arena",591030,14415,2002,"Memphis Grizzlies_2002",3,6,22,19,23.5,1,3.5,5.5
29,"Chicago Bulls",25.5,21,61,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.497,13.7,71.4,0.239,"United Center",776311,18934,2002,"Chicago Bulls_2002",1.5,7,2,21,16,23,9,15.5
1,"Dallas Mavericks",28.1,60,22,62,20,7.78,0.12,7.9,110.7,102.3,8.4,92.5,0.257,0.239,0.543,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,"American Airlines Center",816429,19913,2003,"Dallas Mavericks_2003",28.5,23,27,28,30,21,22,27
2,"Sacramento Kings",28.3,59,23,59,23,6.5,0.18,6.68,105.9,99.1,6.8,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,"ARCO Arena (II)",709997,17317,2003,"Sacramento Kings_2003",27,25,23,19.5,9,13,1,3
3,"San Antonio Spurs",28.4,60,22,57,25,5.41,0.23,5.65,105.6,99.7,5.9,90,0.348,0.202,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,"SBC Center",735970,17950,2003,"San Antonio Spurs_2003",28.5,27,28.5,29,28,26.5,25,20.5
4,"Brooklyn Nets",27.3,49,33,56,26,5.22,-0.8,4.42,103.8,98.1,5.7,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,"Continental Airlines Arena",622574,15185,2003,"Brooklyn Nets_2003",22,21,13.5,23.5,16.5,10,10.5,1
